,BCOMIN Index,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
15/09/2017,126.1392,126.2352,124.3033,125.228
18/09/2017,126.2224,126.7772,125.604,126.289
19/09/2017,126.4614,127.0244,125.7728,126.7936
20/09/2017,127.0892,128.975,126.997,128.1785
21/09/2017,127.3609,127.689,126.0409,126.6774
22/09/2017,124.9177,126.0605,123.7187,125.3262
25/09/2017,125.7255,125.9506,125.1029,125.6756
26/09/2017,126.4786,126.5939,124.5712,124.8765
27/09/2017,124.7975,126.1075,124.4215,124.737
28/09/2017,124.4425,126.4976,124.0418,126.2578
29/09/2017,126.0028,126.8022,125.314,125.4804
02/10/2017,125.9269,126.0195,124.871,125.7538
03/10/2017,125.651,127.14,125.3108,126.9476
04/10/2017,127.3303,128.225,126.9431,127.6925
05/10/2017,127.4351,129.471,127.371,129.2246
06/10/2017,129.5163,129.6006,127.8881,128.345
09/10/2017,128.8296,129.3875,128.2967,129.3598
10/10/2017,129.6545,130.2336,128.904,130.1072
11/10/2017,129.8034,130.5772,129.0131,129.953
12/10/2017,130.0206,131.6586,129.672,131.2709
13/10/2017,131.4526,132.5732,130.9111,131.6654
16/10/2017,131.3593,134.9133,131.3466,133.6492
17/10/2017,133.5047,133.7453,131.4987,132.0697
18/10/2017,132.4315,132.5917,131.252,131.5251
19/10/2017,131.5499,132.0443,130.63,131.9574
20/10/2017,132.3599,133.7272,131.2283,131.5313
23/10/2017,131.9824,132.5755,131.4855,132.3342
24/10/2017,133.386,134.1537,132.5181,133.3379
25/10/2017,133.2766,133.687,131.7648,133.4666
26/10/2017,133.8675,134.512,132.6478,133.4873
27/10/2017,132.584,132.7155,129.8765,131.1596
30/10/2017,131.3547,131.8516,130.827,131.5952
31/10/2017,131.5479,132.8012,131.1254,132.6628
01/11/2017,134.477,136.1058,133.8722,134.6724
02/11/2017,134.3571,134.7687,132.9422,134.0753
03/11/2017,134.2275,134.5747,132.8674,133.6856
06/11/2017,134.0804,134.9271,134.0331,134.5455
07/11/2017,134.4809,134.5148,131.6454,131.7968
08/11/2017,132.2653,132.2716,131.1559,131.8436
09/11/2017,131.4649,131.6555,129.7761,130.5988
10/11/2017,130.7439,131.7599,130.3985,130.5399
13/11/2017,131.1825,132.6859,130.676,131.9246
14/11/2017,131.7359,132.0244,128.7248,129.0853
15/11/2017,128.8198,129.5216,127.8116,129.1706
16/11/2017,129.2358,130.0303,128.2229,128.4307
17/11/2017,129.1457,129.4236,128.1126,129.396
20/11/2017,128.8385,129.5683,128.2629,129.5591
21/11/2017,129.3414,130.7001,129.0694,130.6262
22/11/2017,130.5255,131.7383,130.5255,131.3904
24/11/2017,131.8746,132.9288,131.802,132.7465
27/11/2017,132.258,132.6085,130.5354,131.1301
28/11/2017,129.9714,130.4951,128.794,128.9673
29/11/2017,129.2953,129.6727,127.1893,128.0959
30/11/2017,127.4878,128.3565,126.8727,127.0243
01/12/2017,127.0681,129.8726,126.976,128.8373
04/12/2017,129.074,129.4311,128.224,128.3564
05/12/2017,128.2727,128.6112,124.1929,124.2272
06/12/2017,124.1277,125.1091,123.6706,123.6982
07/12/2017,124.1192,124.5456,123.2415,123.9875
08/12/2017,123.9949,124.8624,123.7411,124.0669
11/12/2017,124.0668,125.7839,123.7169,125.553
12/12/2017,124.9759,126.0154,124.9085,125.6097
13/12/2017,125.605,126.4321,125.5175,126.0551
14/12/2017,126.7275,127.5146,125.9019,127.3677
15/12/2017,127.2515,129.6867,127.2401,129.5421
18/12/2017,129.0407,130.2134,129.0057,130.195
19/12/2017,129.6062,130.7344,129.1645,130.6239
20/12/2017,130.6671,132.8231,130.4292,132.3569
21/12/2017,132.1177,133.417,131.8467,133.4088
22/12/2017,132.4763,134.9984,132.388,134.7748
26/12/2017,134.8207,135.8674,134.8023,135.546
27/12/2017,134.2837,136.7414,134.039,136.6496
28/12/2017,135.9664,138.3654,135.8806,138.2093
29/12/2017,137.8621,138.5283,136.7224,138.51
02/01/2018,137.439,138.8087,137.4262,137.999
03/01/2018,137.0117,137.7419,136.0741,136.5211
04/01/2018,136.1074,138.3408,136.0827,137.5635
05/01/2018,137.4229,137.715,135.8792,135.9159
08/01/2018,135.9666,136.3995,135.3873,135.5406
09/01/2018,135.8307,136.3371,134.8122,134.9101
10/01/2018,135.4904,137.3592,134.9103,136.129
11/01/2018,136.6422,136.9785,135.201,135.8034
12/01/2018,136.188,137,135.8557,136.3374
16/01/2018,137.4748,137.7544,134.2447,135.7786
17/01/2018,135.5847,135.8673,134.5901,134.8299
18/01/2018,135.3105,136.2866,134.8382,135.9605
19/01/2018,135.8758,137.6764,135.8567,136.1479
22/01/2018,136.3405,137.1839,136.0657,136.8398
23/01/2018,136.2244,137.1937,134.9969,135.1489
24/01/2018,135.4999,139.2813,134.8533,138.9328
25/01/2018,139.1014,140.3768,138.8313,138.9537
26/01/2018,138.5229,139.468,138.2801,138.942
29/01/2018,140.713,140.8348,139.0619,139.1134
30/01/2018,139.2691,139.2969,137.1166,137.5431
31/01/2018,137.7247,139.3085,137.6892,138.626
01/02/2018,138.5369,139.7844,137.4986,139.7181
02/02/2018,139.5921,140.3618,136.8727,137.7321
05/02/2018,137.4873,139.8688,137.3706,139.1745
06/02/2018,137.2053,138.745,136.6201,136.6974
07/02/2018,138.4154,138.4284,133.8486,133.8743
08/02/2018,134.986,134.9946,132.8867,134.2435
09/02/2018,133.4496,133.9861,131.828,132.111
12/02/2018,133.2997,134.012,132.7545,133.2443
13/02/2018,134.0877,136.2688,133.5922,135.9668
14/02/2018,135.8421,139.6196,135.1673,139.6196
15/02/2018,139.8541,140.8721,138.3189,139.7056
16/02/2018,139.7371,140.6068,139.4796,140.103
20/02/2018,138.5322,139.151,137.9657,138.1128
21/02/2018,138.1036,139.1522,136.8975,139.1094
22/02/2018,136.3762,139.2061,136.2206,139.189
23/02/2018,138.426,138.9431,137.2565,137.6699
26/02/2018,138.1454,139.3133,137.4365,137.9622
27/02/2018,138.1326,138.5837,136.1481,136.9874
28/02/2018,136.7746,136.9114,135.3776,135.4536
01/03/2018,135.487,136.0075,133.7972,134.6561
02/03/2018,134.5867,135.0684,134.0237,134.3146
05/03/2018,134.2988,134.4229,132.6772,133.8427
06/03/2018,133.9088,135.453,133.8219,134.8352
07/03/2018,134.5931,134.6792,132.9579,133.1698
08/03/2018,133.4046,133.4132,131.0301,131.5742
09/03/2018,131.0899,134.4483,130.5928,134.114
12/03/2018,133.7329,134.074,132.822,132.8391
13/03/2018,133.3198,134.0207,132.5159,134.0207
14/03/2018,133.6615,135.3591,133.255,133.5804
15/03/2018,133.6666,133.7574,131.8486,132.6842
16/03/2018,132.4214,133.6687,131.9981,132.5302
19/03/2018,131.6408,132.5019,130.787,131.9055
20/03/2018,131.8521,132.2532,130.2722,130.4985
21/03/2018,130.7395,131.7125,129.9123,131.2821
22/03/2018,132.0844,132.2669,128.9991,129.7175
23/03/2018,129.616,129.9658,128.3637,128.549
26/03/2018,128.1373,129.3731,127.4508,128.4832
27/03/2018,129.7533,130.3346,128.4952,129.0677
28/03/2018,129.0257,129.2292,128.2014,129.1034
29/03/2018,129.0358,130.322,128.9859,129.3761
02/04/2018,129.7443,130.164,129.633,129.7957
03/04/2018,130.8562,131.2835,129.7174,129.9229
04/04/2018,129.9724,130.316,127.3373,128.4648
05/04/2018,128.9374,130.1305,128.4397,130.0052
06/04/2018,128.7572,130.1883,128.1156,130.1626
09/04/2018,130.2279,132.4451,129.9179,132.3561
10/04/2018,132.684,135.0293,132.635,135.0122
11/04/2018,134.7928,136.6655,134.5171,135.6947
12/04/2018,134.4882,135.3633,132.2987,134.7606
13/04/2018,134.9448,136.22,134.4873,134.8272
16/04/2018,134.6317,138.1451,134.4278,137.8543
17/04/2018,137.1948,138.3633,135.8343,137.6391
18/04/2018,137.5663,145.0504,137.5663,143.6648
19/04/2018,143.8312,149.0924,139.9737,141.8383
20/04/2018,142.2583,142.4249,139.6724,141.2786
23/04/2018,142.338,142.5247,135.041,137.0627
24/04/2018,136.8231,137.8346,135.7862,135.9401
25/04/2018,135.9947,136.8893,134.65,135.8477
26/04/2018,135.1571,136.7972,133.6443,136.1774
27/04/2018,135.7851,136.2272,132.8527,133.4794
30/04/2018,133.7695,134.2302,133.1995,133.7187
01/05/2018,133.4348,133.7705,132.2001,132.668
02/05/2018,133.9813,134.9019,133.5736,134.7388
03/05/2018,134.7619,136.4868,133.2621,133.4929
04/05/2018,134.8274,135.9356,133.5907,135.8929
07/05/2018,135.7818,136.1921,135.5253,135.7818
08/05/2018,136.1969,136.6995,133.8277,135.4111
09/05/2018,135.8448,135.8719,134.2228,135.4848
10/05/2018,135.4263,136.1805,134.4466,135.7672
11/05/2018,135.4429,135.8865,134.7256,135.2917
14/05/2018,135.0407,136.3837,134.7695,136.0971
15/05/2018,135.8615,136.7298,134.4354,135.6035
16/05/2018,135.6994,136.6002,135.3742,136.1081
17/05/2018,136.6266,137.0361,135.4008,136.3026
18/05/2018,135.957,136.6047,135.2646,135.6356
21/05/2018,135.6346,136.5784,135.2531,136.3306
22/05/2018,135.9019,137.1993,135.3978,136.4989
23/05/2018,135.8792,136.0213,133.9023,135.0409
24/05/2018,134.9496,136.2249,134.5973,136.1993
25/05/2018,136.4613,137.2375,134.7509,135.4153
29/05/2018,135.9173,136.9063,135.2769,135.81
30/05/2018,135.455,136.6393,133.9802,136.5124
31/05/2018,136.5081,137.4617,136.0459,136.7506
01/06/2018,137.5618,138.0282,136.2587,138.0197
04/06/2018,138.2271,139.2451,137.2112,139.0763
05/06/2018,138.6957,141.1946,138.2952,141.0566
06/06/2018,140.8262,142.5345,140.8165,142.4234
07/06/2018,142.3526,143.2356,141.7421,141.7934
08/06/2018,140.9928,142.1092,140.3373,142.0376
11/06/2018,141.9773,142.0681,140.8731,141.1434
12/06/2018,140.9987,141.7936,140.7562,140.8756
13/06/2018,140.2227,141.6168,139.7575,141.3463
14/06/2018,141.214,141.2716,139.2419,139.745
15/06/2018,139.1349,139.5654,136.4351,136.6793
18/06/2018,136.4702,137.2615,135.592,135.8393
19/06/2018,136.1552,136.4554,132.9333,133.0567
20/06/2018,133.8424,134.236,132.7667,133.3582
21/06/2018,134.2356,134.2726,132.5957,132.7275
22/06/2018,132.8036,133.7627,132.7952,133.2235
25/06/2018,133.4963,133.5018,130.8932,130.8932
26/06/2018,131.1066,131.2225,130.1371,130.9839
27/06/2018,131.0293,132.6961,129.8459,131.5503
28/06/2018,131.2668,131.6987,129.8502,130.59
29/06/2018,130.2554,131.5605,130.0022,130.0354
02/07/2018,130.072,130.2978,127.9972,128.2542
03/07/2018,128.0416,129.4396,126.7738,127.075
05/07/2018,125.4815,126.2382,124.3103,124.4516
06/07/2018,124.5974,124.7716,123.1491,124.2254
09/07/2018,126.0686,126.3179,124.7577,125.5237
10/07/2018,125.9308,126.0088,123.6238,124.2009
11/07/2018,121.0371,122.7647,119.8488,121.1336
12/07/2018,122.0452,123.2719,121.4413,122.0761
13/07/2018,122.1671,122.5238,120.7406,121.5024
16/07/2018,121.5823,121.7083,119.961,120.4425
17/07/2018,121.1902,121.859,119.7158,119.7585
18/07/2018,120.0455,120.8765,119.016,120.7653
19/07/2018,121.0592,121.1075,117.7277,118.3972
20/07/2018,118.4042,120.8461,118.3034,120.4993
23/07/2018,120.8206,121.9105,120.2599,120.5318
24/07/2018,120.8132,123.756,120.3192,122.6366
25/07/2018,122.6083,123.4406,121.7766,122.326
26/07/2018,123.3816,123.4016,121.8168,122.5676
27/07/2018,122.3456,123.0921,122.1568,122.6028
30/07/2018,122.2665,122.6648,120.74,122.4808
31/07/2018,122.1117,123.878,121.6622,123.7156
01/08/2018,123.2139,123.3674,120.4741,120.5529
02/08/2018,120.6038,120.8645,119.2811,119.7322
03/08/2018,119.6866,121.3746,118.5939,120.9244
06/08/2018,120.5981,120.7448,118.9962,120.4485
07/08/2018,120.1422,122.0118,120.1166,121.2766
08/08/2018,121.8142,122.8819,121.403,122.7872
09/08/2018,123.2139,125.0968,122.3176,122.3313
10/08/2018,122.6817,122.8103,120.4893,121.774
13/08/2018,121.1683,121.7922,120.1888,120.3116
14/08/2018,120.3028,120.568,118.4721,118.884
15/08/2018,118.6587,118.7902,113.5387,114.0268
16/08/2018,115.1913,117.4196,114.5041,116.7383
17/08/2018,116.3486,117.2231,115.5266,116.8909
20/08/2018,117.5456,118.952,116.9844,118.0042
21/08/2018,118.5424,119.7168,118.4731,118.7832
22/08/2018,118.9001,119.3065,117.9068,118.9019
23/08/2018,118.3321,118.4657,116.9873,118.3811
24/08/2018,118.0554,120.7703,117.857,120.1723
27/08/2018,120.1723,120.4877,120.0615,120.3257
28/08/2018,120.0014,122.085,119.7232,121.8436
29/08/2018,121.0677,121.8218,120.4805,121.5752
30/08/2018,121.0301,121.7318,118.8863,119.9395
31/08/2018,119.681,120.4184,117.9992,118.127
04/09/2018,117.6688,117.6688,114.4841,115.0844
05/09/2018,115.1267,115.9934,114.6198,115.2821
06/09/2018,115.7152,117.0285,115.2439,115.4052
07/09/2018,115.9732,116.2137,114.497,115.3287
10/09/2018,114.7612,116.2975,114.2608,115.6201
11/09/2018,115.1018,116.1144,113.4898,113.8968
12/09/2018,113.6338,116.7109,113.5947,116.2089
13/09/2018,116.2597,117.2724,115.6668,116.2318
14/09/2018,116.127,116.428,114.7957,115.1605
17/09/2018,113.7555,115.0421,113.3597,114.2528
18/09/2018,114.0042,116.6327,113.9462,116.1135
19/09/2018,116.0546,117.4528,116.0546,116.759
20/09/2018,117.102,117.965,116.4964,117.6506
21/09/2018,118.15,121.987,117.9319,121.8592
24/09/2018,120.5157,122.1142,120.5057,120.9291
25/09/2018,119.0799,121.2771,118.959,120.5198
26/09/2018,120.1883,121.5424,119.9971,120.6174
27/09/2018,120.0966,120.4895,118.3726,118.625
28/09/2018,118.8647,121.3731,118.4408,120.47
01/10/2018,120.0559,120.9838,118.9298,120.6586
02/10/2018,120.2048,123.1109,119.6777,121.5124
03/10/2018,121.548,124.2463,121.3852,123.8116
04/10/2018,124.32,125.5607,121.7998,121.8509
05/10/2018,121.6577,121.8544,120.3199,121.1009
08/10/2018,119.3943,120.9986,118.7608,120.0637
09/10/2018,120.1292,121.8334,119.6862,121.7058
10/10/2018,121.6877,121.7143,119.9817,120.1193
11/10/2018,119.1058,120.6877,117.7558,119.9014
12/10/2018,119.5727,121.536,119.5503,120.4392
15/10/2018,120.5598,121.5326,119.5981,119.6238
16/10/2018,119.7572,119.7573,118.4847,119.6534
17/10/2018,119.3529,120.509,118.8732,119.5178
18/10/2018,119.2441,119.3211,118.1315,118.9276
19/10/2018,118.8933,119.8947,118.5353,119.0716
22/10/2018,119.5474,121.1346,119.4453,119.6157
23/10/2018,119.4197,119.4703,118.3257,118.8391
24/10/2018,119.3923,120.2474,118.3781,118.4566
25/10/2018,117.873,118.7966,117.6452,118.0189
26/10/2018,117.6767,117.7965,116.2864,117.5388
29/10/2018,117.8948,117.9745,116.7376,116.8307
30/10/2018,116.3128,116.8433,114.6648,114.7415
31/10/2018,114.9625,115.0511,113.5151,113.5887
01/11/2018,113.9724,116.3236,113.4781,115.6912
02/11/2018,115.6918,118.756,115.3885,117.6018
05/11/2018,117.0909,117.3127,115.9891,116.1772
06/11/2018,116.4504,116.7401,115.3078,115.3164
07/11/2018,115.6555,116.3788,115.114,115.9952
08/11/2018,115.8199,116.4473,114.652,116.1836
09/11/2018,115.5009,115.9358,113.8286,114.2125
12/11/2018,114.3864,114.546,113.3389,113.5446
13/11/2018,113.3266,115.6416,113.0369,113.457
14/11/2018,113.5056,114.1703,112.8993,113.9898
15/11/2018,114.0624,115.8964,113.9557,114.7894
16/11/2018,115.1575,116.2143,114.6945,116.1632
19/11/2018,115.7394,116.3576,115.248,115.6406
20/11/2018,115.6597,116.7899,114.2692,114.7714
21/11/2018,114.7728,115.9066,114.6246,115.5625
23/11/2018,115.2097,115.4446,113.5078,114.5972
26/11/2018,113.7178,114.6642,113.1518,114.0824
27/11/2018,113.4202,113.8495,112.3919,112.4004
28/11/2018,112.868,114.3553,112.2728,114.1236
29/11/2018,113.9668,114.7665,113.7789,114.4005
30/11/2018,114.4333,115.5233,113.9642,115.4721
03/12/2018,116.8914,117.7118,116.2417,116.4635
04/12/2018,116.3304,117.2576,115.212,115.4278
05/12/2018,115.4191,115.998,114.9322,115.9638
06/12/2018,114.8854,115.469,113.4449,114.0741
07/12/2018,114.4448,115.5979,114.287,114.5994
10/12/2018,114.0593,114.3757,113.2515,113.2808
11/12/2018,113.9204,115.189,113.4631,114.1242
12/12/2018,114.2075,114.4087,113.7979,114.0628
13/12/2018,114.416,114.9847,113.7707,113.9448
14/12/2018,113.4934,114.0474,112.6922,113.9942
17/12/2018,114.0341,114.0876,113.2549,113.8883
18/12/2018,114.0557,114.0557,111.5321,111.6957
19/12/2018,112.0464,112.9738,111.9331,112.9568
20/12/2018,111.8168,113.0691,111.2316,112.3335
21/12/2018,112.5476,112.8154,111.4891,111.6394
24/12/2018,111.831,111.9345,110.8683,110.9932
26/12/2018,110.9507,112.0648,110.6701,111.6566
27/12/2018,111.7143,111.9581,110.1144,110.3876
28/12/2018,111.0224,111.3739,109.6462,110.0538
31/12/2018,110.9619,110.9787,109.2846,109.3356
02/01/2019,110.0128,110.0234,107.4242,108.3424
03/01/2019,108.123,108.4969,106.5053,107.8732
04/01/2019,108.3995,110.8737,108.3632,110.5488
07/01/2019,110.645,111.3715,110.3966,111.0624
08/01/2019,110.6255,111.2419,110.239,111.0763
09/01/2019,111.543,112.1256,110.5435,111.0689
10/01/2019,111.0209,111.4507,109.9801,110.6196
11/01/2019,111.0318,111.609,110.5016,111.2077
14/01/2019,110.8648,110.8648,109.5977,110.4075
15/01/2019,110.7475,111.536,110.5902,110.9182
16/01/2019,111.5011,112.4946,111.3876,112.047
17/01/2019,111.8135,112.7273,111.0796,112.5145
18/01/2019,112.7569,114.266,112.7304,114.0739
22/01/2019,112.6204,113.4168,112.3123,112.8294
23/01/2019,113.1649,114.0782,113.0652,113.6476
24/01/2019,113.5561,113.7262,112.5011,113.4483
25/01/2019,113.4735,115.9373,113.3225,115.9286
28/01/2019,115.3748,115.7947,114.0113,114.1048
29/01/2019,114.1562,115.8163,114.1479,115.4773
30/01/2019,115.7473,117.3952,115.6094,117.0868
31/01/2019,117.3129,118.2963,117.1632,117.8872
01/02/2019,117.1696,118.0993,116.9794,117.9915
04/02/2019,117.7496,120.0131,117.534,119.9869
05/02/2019,120.1545,120.5628,119.012,119.5748
06/02/2019,119.9124,120.5565,118.8813,119.2151
07/02/2019,118.9924,119.7395,118.8614,119.1208
08/02/2019,118.5695,119.0393,117.5291,117.743
11/02/2019,117.0489,117.1411,116.2779,116.7508
12/02/2019,116.557,116.8014,115.2862,115.6937
13/02/2019,116.0838,116.1818,115.3332,115.5903
14/02/2019,115.4335,116.2667,114.6576,115.1215
15/02/2019,114.9272,116.5922,114.6237,116.468
19/02/2019,117.033,118.2337,116.7509,118.2
20/02/2019,118.5649,119.8697,118.2785,119.8216
21/02/2019,119.4826,119.9443,118.9794,119.769
22/02/2019,119.4643,121.4415,119.3634,121.293
25/02/2019,121.2274,122.2576,120.9226,121.1486
26/02/2019,120.7931,121.5645,120.7053,121.3789
27/02/2019,121.3937,122.2906,120.9243,121.9431
28/02/2019,121.746,122.3908,121.343,121.8024
01/03/2019,121.4282,122.8658,121.3313,121.8974
04/03/2019,121.8774,122.5691,120.3253,120.6222
05/03/2019,121.4035,122.3265,121.1178,121.8691
06/03/2019,121.7079,122.1833,121.3695,121.4418
07/03/2019,121.3484,121.4941,119.9054,120.2975
08/03/2019,120.3171,120.4159,119.251,119.7004
11/03/2019,119.9842,120.5226,119.1003,119.3536
12/03/2019,119.9331,121.9124,119.8068,121.352
13/03/2019,121.3056,122.1896,120.9363,122.1824
14/03/2019,121.9368,121.9368,120.3438,120.7478
15/03/2019,120.7759,122.0025,120.234,120.6595
18/03/2019,120.4568,121.4631,120.4538,121.1407
19/03/2019,121.1721,122.6577,121.1526,122.2661
20/03/2019,121.9623,123.0494,121.9623,122.6066
21/03/2019,123.3511,123.924,120.7669,121.2323
22/03/2019,121.4393,121.8034,119.5843,119.9886
25/03/2019,119.9838,120.0766,119.3556,120.0222
26/03/2019,120.0391,120.804,119.7489,120.6087
27/03/2019,121.1138,121.4471,120.3182,121.1887
28/03/2019,120.5864,121.6594,120.5641,120.7909
29/03/2019,121.2248,123.1043,121.1913,122.6583
01/04/2019,123.5972,124.0275,122.3365,122.4788
02/04/2019,122.4979,122.5287,121.1029,121.469
03/04/2019,121.9708,123.3227,121.8776,123.1774
04/04/2019,123.309,123.4564,121.5069,121.9751
05/04/2019,122.5338,122.6666,121.2097,121.6329
08/04/2019,122.4625,122.7566,121.7626,122.0064
09/04/2019,121.6521,122.5856,121.6388,121.7884
10/04/2019,121.7852,122.0052,121.2142,121.5912
11/04/2019,121.4773,121.5138,120.3419,120.4238
12/04/2019,120.5082,122.0939,120.5082,122.027
15/04/2019,121.9842,122.0444,120.8397,121.6158
16/04/2019,121.2417,121.9048,120.5888,120.6451
17/04/2019,121.0338,122.1749,120.6959,121.1513
18/04/2019,120.8328,120.8691,119.2437,119.8575
22/04/2019,120.0054,120.0054,119.3965,119.5356
23/04/2019,119.6704,119.9946,118.4481,118.783
24/04/2019,119.0471,119.4759,118.6586,119.147
25/04/2019,119.1297,119.4982,117.8981,117.9503
26/04/2019,118.3774,119.0718,118.1363,118.494
29/04/2019,118.3298,118.8621,117.9002,118.5756
30/04/2019,118.3439,119.1573,118.0083,118.216
01/05/2019,118.6547,118.7941,116.0505,116.1746
02/05/2019,115.9193,116.2924,115.398,115.4154
03/05/2019,115.6695,117.2454,115.2813,116.1905
06/05/2019,115.6772,116.5036,115.5119,116.3731
07/05/2019,116.3329,116.4001,114.7355,115.0516
08/05/2019,115.6375,115.926,113.9552,114.0693
09/05/2019,113.7469,113.8887,112.5665,113.4511
10/05/2019,114.7773,114.8214,113.4346,114.0286
13/05/2019,113.334,113.4976,112.0749,112.3745
14/05/2019,113.0487,113.4361,112.4963,113.4234
15/05/2019,113.7382,114.7123,113.2001,114.5333
16/05/2019,114.3495,115.5419,114.2813,114.8712
17/05/2019,114.5203,114.5487,113.7032,113.8159
20/05/2019,113.783,113.899,112.5658,112.7509
21/05/2019,113.2391,113.3934,112.0134,112.7113
22/05/2019,112.5602,112.6765,111.2233,111.4062
23/05/2019,111.1363,111.5706,110.5288,111.467
24/05/2019,111.8027,113.4402,111.5454,112.9219
28/05/2019,113.3403,113.507,112.5436,112.6685
29/05/2019,112.3529,112.4445,111.5742,111.6101
30/05/2019,111.6508,111.9313,111.046,111.6037
31/05/2019,111.6366,111.6446,110.7142,111.0366
03/06/2019,111.089,111.1251,110.0649,110.2708
04/06/2019,110.1417,110.7728,109.9676,110.6595
05/06/2019,110.6749,111.0371,109.2533,109.3238
06/06/2019,109.3889,110.4366,109.1605,110.1339
07/06/2019,110.4641,110.6742,108.7981,109.2345
10/06/2019,109.4688,110.247,109.0858,110.0064
11/06/2019,110.5537,111.8676,110.5202,110.8573
12/06/2019,110.739,111.0929,110.1938,110.6744
13/06/2019,110.5998,110.9252,110.1893,110.4035
14/06/2019,110.3533,110.7223,109.4498,109.4673
17/06/2019,109.7695,109.9785,108.7925,109.6435
18/06/2019,109.6942,111.8514,109.5002,111.5776
19/06/2019,111.4578,111.6018,111.0923,111.2473
20/06/2019,111.6567,113.0915,111.5249,111.9906
21/06/2019,112.0971,112.156,110.8676,111.047
24/06/2019,111.1697,112.0273,110.6635,112.0012
25/06/2019,112.3305,113.7337,111.9068,113.5367
26/06/2019,113.025,114.3382,112.9064,113.2697
27/06/2019,113.3603,113.6341,112.715,112.914
28/06/2019,113.3487,113.6796,112.6896,113.1152
01/07/2019,113.5809,113.915,111.6047,111.7476
02/07/2019,111.5563,112.3561,110.318,110.8763
03/07/2019,110.7278,111.5496,110.3422,111.4668
05/07/2019,111.357,111.3608,110.3605,111.1394
08/07/2019,111.2835,111.9312,110.9482,111.3204
09/07/2019,111.1068,111.1811,110.1522,110.7727
10/07/2019,111.0576,113.1555,110.9466,113.1381
11/07/2019,112.8852,113.3618,112.6434,113.105
12/07/2019,112.7991,113.7673,112.6065,113.7412
15/07/2019,113.7114,114.7415,113.7114,114.7067
16/07/2019,114.4848,116.4339,114.4368,115.5608
17/07/2019,115.0722,116.3854,114.9907,116.3767
18/07/2019,116.2733,117.4632,116.0108,116.8503
19/07/2019,118.2181,118.4559,116.6172,116.9386
22/07/2019,116.5357,116.956,115.0473,115.1647
23/07/2019,115.6558,115.7338,114.2365,114.7634
24/07/2019,115.2427,116.0284,114.8012,115.8675
25/07/2019,115.4837,115.7558,114.6736,114.8352
26/07/2019,114.966,115.0443,113.9985,114.2149
29/07/2019,114.5437,115.621,113.9984,115.5688
30/07/2019,115.7149,116.0574,114.6111,114.677
31/07/2019,114.5642,115.0414,114.222,114.4857
01/08/2019,113.9526,114.0993,113.0691,114.0295
02/08/2019,112.8425,113.0525,111.5484,111.6006
05/08/2019,111.3204,112.0602,111.1647,111.347
06/08/2019,111.889,112.2183,111.348,111.5954
07/08/2019,111.7532,111.7532,110.2785,110.9634
08/08/2019,113.9464,114.4873,111.6986,114.0198
09/08/2019,113.6897,113.8871,112.4509,112.5252
12/08/2019,112.9158,113.6483,111.7525,113.0183
13/08/2019,113.1789,114.7936,112.6082,114.6785
14/08/2019,114.1482,114.4069,112.729,113.4272
15/08/2019,113.4669,114.311,113.3449,114.065
16/08/2019,114.1209,114.4083,113.7444,114.084
19/08/2019,113.8972,114.6488,113.6076,113.8227
20/08/2019,113.7746,113.842,112.3434,112.8635
21/08/2019,112.9387,113.5642,112.8657,113.4572
22/08/2019,113.062,113.2663,112.0025,112.1972
23/08/2019,112.1459,112.961,111.627,111.8508
26/08/2019,111.5211,112.1893,111.469,112.0678
27/08/2019,111.8923,112.9837,111.8538,112.2157
28/08/2019,112.2753,113.0458,112.1444,112.6441
29/08/2019,112.6066,113.979,112.5038,113.6222
30/08/2019,113.5489,115.8888,113.2517,114.8777
03/09/2019,115.4145,116.2065,113.4077,114.5422
04/09/2019,114.9168,117.07,114.7157,116.8793
05/09/2019,116.442,117.3986,116.0346,117.3262
06/09/2019,117.0429,117.5957,116.5518,117.4527
09/09/2019,116.9072,118.1069,116.4921,117.8847
10/09/2019,118.1351,118.5644,117.1454,118.4552
11/09/2019,118.0274,119.0411,117.9462,118.1937
12/09/2019,118.4044,119.9301,117.4108,118.4205
13/09/2019,118.609,119.6792,118.0986,119.4184
16/09/2019,118.4731,119.0664,117.1761,117.4204
17/09/2019,116.8068,117.3857,115.672,116.5428
18/09/2019,116.475,117.1328,115.847,116.2375
19/09/2019,116.2423,116.7187,115.883,116.561
20/09/2019,116.7114,117.9517,116.6237,116.7539
23/09/2019,116.3259,116.9722,116.0655,116.8839
24/09/2019,116.3557,116.962,115.3863,115.6111
25/09/2019,115.5484,115.8924,114.8622,115.8404
26/09/2019,115.7281,116.2067,114.8565,114.9671
27/09/2019,115.1695,115.6819,114.9618,115.3593
30/09/2019,116.033,116.4968,115.1773,115.2728
01/10/2019,114.7346,115.0482,113.9292,114.8717
02/10/2019,115.2932,115.6871,114.4562,115.0104
03/10/2019,115.326,115.4223,114.162,114.9746
04/10/2019,115.0762,115.4342,114.2849,115.4168
07/10/2019,115.7877,116.1899,115.2015,115.8365
08/10/2019,115.774,116.2099,114.943,115.6014
09/10/2019,115.3944,115.7589,114.9509,115.183
10/10/2019,115.8589,117.3593,115.4261,117.3052
11/10/2019,116.8765,117.8288,116.7279,117.2517
14/10/2019,116.9911,117.3228,115.7362,115.8233
