,BCOMIN Index,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
30/01/2008,203.424,204.027,201.065,201.5526
31/01/2008,204.744,208.132,203.738,207.3065
01/02/2008,208.748,209.61,204.461,205.1452
04/02/2008,205.912,205.926,203.557,204.9026
05/02/2008,202.758,202.758,198.841,200.2897
06/02/2008,201.409,204.242,200.844,203.3501
07/02/2008,202.609,208.548,201.904,207.8995
08/02/2008,208.863,213.707,208.828,212.0645
11/02/2008,212.811,213.043,211.178,212.2462
12/02/2008,211.832,212.342,210.367,211.6123
13/02/2008,208.443,211.936,208.443,211.1186
14/02/2008,213.038,215.291,211.385,212.5277
15/02/2008,215.224,216.156,212.281,213.056
19/02/2008,218.089,220.993,216.87,220.8804
20/02/2008,218.447,220.677,217.554,220.3297
21/02/2008,223.012,227.9,222.561,227.0044
22/02/2008,223.865,224.972,222.402,224.6062
25/02/2008,222.922,223.859,220.96,222.8546
26/02/2008,222.711,226.184,221.064,225.4233
27/02/2008,232.956,234.552,231.004,233.4827
28/02/2008,234.541,239.947,234.25,238.7182
29/02/2008,237.263,239.128,236.051,236.9014
03/03/2008,240.7,245.093,239.854,242.0469
04/03/2008,242.776,243.038,236.253,238.2761
05/03/2008,235.175,246.449,235.134,245.1962
06/03/2008,246.655,246.95,239.878,241.6604
07/03/2008,242.163,243.128,239.586,242.4634
10/03/2008,237.433,237.58,233.831,235.1106
11/03/2008,239.165,239.64,230.41,231.6605
12/03/2008,231.458,235.925,230.837,235.9053
13/03/2008,236.323,237.8,235.052,235.6318
14/03/2008,238.188,239.03,233.775,234.9451
17/03/2008,229.805,229.805,222.817,223.177
18/03/2008,227.7,228.524,224.912,227.0415
19/03/2008,224.342,224.432,219.231,220.2938
20/03/2008,214.37,215.287,210.823,214.341
24/03/2008,213.859,215.645,213.01,215.4218
25/03/2008,221.273,222.207,219.851,219.9834
26/03/2008,222.58,223.363,219.9,222.2641
27/03/2008,225.344,231.458,223.664,230.4199
28/03/2008,232.043,232.043,225.314,227.4704
31/03/2008,225.935,227.123,225.01,225.6355
01/04/2008,220.143,224.156,219.567,223.801
02/04/2008,222.69,225.385,221.789,224.0979
03/04/2008,221.787,225.729,221.588,224.0941
04/04/2008,222.898,227.84,222.269,227.1295
07/04/2008,226.943,229.998,226.22,229.3521
08/04/2008,225.666,227.174,224.808,226.1105
09/04/2008,226.892,232.758,226.808,232.4649
10/04/2008,232.305,232.327,229,229.5789
11/04/2008,229.745,230.994,228.161,229.4417
14/04/2008,226.646,228.13,226.074,227.3224
15/04/2008,227.25,227.928,224.284,225.127
16/04/2008,229.945,233.195,229.694,230.6171
17/04/2008,230.884,231.519,228.188,228.5239
18/04/2008,225.707,227.982,223.949,227.6041
21/04/2008,226.938,227.742,224.267,224.9261
22/04/2008,227.664,229.786,227.245,229.2422
23/04/2008,228.027,228.337,225.917,227.7125
24/04/2008,227.544,228.342,224.255,224.7021
25/04/2008,223.204,227.234,222.786,226.7897
28/04/2008,226.77,227.506,225.71,227.2116
29/04/2008,224.721,224.998,222.995,223.4199
30/04/2008,222.252,224.03,220.872,222.0858
01/05/2008,222.051,222.051,214.078,214.8631
02/05/2008,215.173,220.67,215.029,220.3073
05/05/2008,220.844,229.699,220.636,223.0944
06/05/2008,222.148,224.1963,220.668,224.1963
07/05/2008,222.257,222.507,220.271,221.0256
08/05/2008,217.336,218.88,216.56,217.2297
09/05/2008,216.951,218.268,213.616,214.4278
12/05/2008,215.472,217.726,214.279,216.4678
13/05/2008,219.609,220.031,216.995,218.7316
14/05/2008,216.393,217.738,215.747,216.5598
15/05/2008,218.944,221.068,218.786,219.9389
16/05/2008,222.202,225.058,214.523,223.3853
19/05/2008,220.916,220.993,219.142,219.7301
20/05/2008,217.569,220.19,217.342,219.5234
21/05/2008,218.69,219.296,217.348,217.8356
22/05/2008,217.797,218.566,212.186,213.6326
23/05/2008,213.369,215.844,213.102,215.3778
27/05/2008,214.84,214.987,212.912,213.9738
28/05/2008,209.854,211.968,209.156,211.3043
29/05/2008,206.594,207.439,204.049,204.1087
30/05/2008,206.405,206.856,204.537,206.7001
02/06/2008,204.351,206.61,204.003,206.0123
03/06/2008,205.995,206.448,205.016,205.1959
04/06/2008,204.368,205.023,203.387,204.096
05/06/2008,203.519,204.719,202.623,204.3448
06/06/2008,207.03,209.383,206.689,207.1207
09/06/2008,206.797,207.143,205.276,206.8619
10/06/2008,205.507,207.159,204.906,206.5562
11/06/2008,205.127,207.088,205.127,206.7281
12/06/2008,205.278,206.582,204.789,206.2172
13/06/2008,206.611,207.841,205.329,207.027
16/06/2008,208.271,209.473,207.487,209.1045
17/06/2008,208.583,211.046,207.868,210.6444
18/06/2008,212.323,216.219,212.236,214.5852
19/06/2008,212.929,215.636,212.416,213.2655
20/06/2008,216.638,217.555,215.731,216.7101
23/06/2008,215.603,215.925,213.939,215.3432
24/06/2008,213.587,214.143,212.573,213.0451
25/06/2008,213.215,213.64,210.543,211.4183
26/06/2008,213.611,216.485,213.382,215.2214
27/06/2008,215.321,216.675,214.338,216.4551
30/06/2008,216.447,216.942,214.192,216.2556
01/07/2008,216.506,218.209,216.447,217.5769
02/07/2008,216.03,222.294,214.778,221.0234
03/07/2008,219.581,220.577,215.993,216.7871
07/07/2008,215.337,219.657,214.813,218.7218
08/07/2008,216.307,216.527,209.019,209.6229
09/07/2008,210.048,214.479,208.376,213.8083
10/07/2008,218.687,222.69,216.266,218.1092
11/07/2008,221.022,223.17,218.764,219.4932
14/07/2008,217.356,220.005,216.599,218.3045
15/07/2008,216.328,216.328,211.52,212.6907
16/07/2008,209.743,211.259,206.829,208
17/07/2008,208.157,212.699,207.935,210.388
18/07/2008,207.813,208.78,205.453,206.1238
21/07/2008,207.463,207.851,206.244,207.2875
22/07/2008,209.808,209.925,205.596,206.9802
23/07/2008,206.547,207.08,204.414,205.8768
24/07/2008,204.003,204.253,200.26,200.5984
25/07/2008,200.365,201.598,199.663,201.2684
28/07/2008,201.165,206.815,201.007,203.9533
29/07/2008,201.623,202.192,199.493,200.6391
30/07/2008,199.852,205.397,199.499,202.3897
31/07/2008,203.836,205.158,202.894,203.2403
01/08/2008,199.538,200.741,198.146,199.3657
04/08/2008,196.164,196.251,192.982,193.6545
05/08/2008,192.801,194.404,192.464,192.9888
06/08/2008,194.404,195.358,193.364,193.7078
07/08/2008,195.177,195.848,194.035,194.6842
08/08/2008,190.23,190.293,188.535,189.5332
11/08/2008,189.295,190.455,187.544,187.9488
12/08/2008,186.221,187.189,183.089,184.0111
13/08/2008,185.601,190.348,185.458,189.4858
14/08/2008,190.51,190.521,186.712,187.2378
15/08/2008,186.082,188.619,185.52,187.6191
18/08/2008,186.838,187.178,185.105,185.9284
19/08/2008,187.326,192.29,186.346,191.4713
20/08/2008,190.6,193.815,189.573,190.8654
21/08/2008,195.578,199.789,195.352,199.4422
22/08/2008,196.006,196.623,193.764,194.8373
25/08/2008,195.115,195.451,194.474,194.9459
26/08/2008,190.919,193.447,190.435,191.9267
27/08/2008,193.104,195.182,192.999,194.0545
28/08/2008,192.492,194.013,190.576,191.0379
29/08/2008,189.454,190.682,189.104,190.191
02/09/2008,184.689,186.465,183.725,185.972
03/09/2008,185.914,187.289,185.659,186.4647
04/09/2008,187.726,189.372,184.843,185.4391
05/09/2008,181.262,182.813,178.554,179.6229
08/09/2008,180.759,181.803,179.264,179.993
09/09/2008,178.758,178.842,176.478,177.5817
10/09/2008,177.224,179.885,176.43,179.1829
11/09/2008,177.978,180.19,176.789,179.7089
12/09/2008,181.894,184.99,181.746,184.3147
15/09/2008,176.348,178.541,175.574,177.722
16/09/2008,174.317,176.142,173.237,174.8106
17/09/2008,175.461,175.461,171.856,172.19
18/09/2008,175.061,176.456,171.772,172.1951
19/09/2008,173.719,178.691,173.075,176.6388
22/09/2008,179.115,180.705,179.11,179.8729
23/09/2008,176.805,177.286,175.057,175.4527
24/09/2008,175.432,176.399,173.834,174.4813
25/09/2008,173.286,175.733,173.117,175.2833
26/09/2008,175.03,175.372,172.63,172.931
29/09/2008,168.495,169.374,165.825,166.3868
30/09/2008,165.554,166.461,164.221,164.6904
01/10/2008,164.205,165.043,161.547,162.3247
02/10/2008,161.821,162.587,153.426,154.015
03/10/2008,155.072,157.73,152.622,156.5402
06/10/2008,149.652,151.313,147.355,148.2897
07/10/2008,149.482,151.953,149.439,150.2289
08/10/2008,148.671,150.361,142.536,142.8154
09/10/2008,145.133,147.458,144.256,146.2402
10/10/2008,137.074,137.886,130.813,136.3203
13/10/2008,139.859,143.762,139.787,141.7303
14/10/2008,147.969,150.12,142.56,143.523
15/10/2008,137.863,137.93,133.858,134.4753
16/10/2008,133.151,134.134,128.001,129.5405
17/10/2008,127.992,133.54,127.308,132.7102
20/10/2008,131.69,131.805,128.212,128.6723
21/10/2008,125.741,127.744,124.218,124.4439
22/10/2008,121.691,121.869,117.245,118.4643
23/10/2008,113.494,119.277,113.041,117.2765
24/10/2008,110.965,115.877,110.891,113.952
27/10/2008,110.897,120.316,110.607,119.5585
28/10/2008,122.516,123.888,119.776,123.096
29/10/2008,127.703,133.201,127.601,132.0542
30/10/2008,128.645,128.874,121.818,122.4263
31/10/2008,117.349,121.791,117.144,120.3269
03/11/2008,119.297,122.392,118.404,121.0817
04/11/2008,123.16,128.18,122.18,126.9963
05/11/2008,122.03,126.751,121.734,122.2204
06/11/2008,118.557,120.146,116.395,116.9407
07/11/2008,116.869,117.171,113.646,113.6465
10/11/2008,120.103,122.065,115.84,115.9232
11/11/2008,114.204,115.288,111.812,112.148
12/11/2008,111.131,112.649,110.749,111.9186
13/11/2008,111.922,114.264,111.451,113.1501
14/11/2008,114.867,115.697,113.634,114.2224
17/11/2008,110.825,111.96,109.921,111.3801
18/11/2008,109.634,114.052,109.634,112.9861
19/11/2008,110.34,111.842,109.286,109.5226
20/11/2008,106.194,106.405,104.698,106.0458
21/11/2008,107.518,108.753,105.07,105.07
24/11/2008,110.034,110.96,109.004,109.533
25/11/2008,108.446,111.142,107.668,109.5838
26/11/2008,110.62,111.572,109.839,110.3361
28/11/2008,106.399,107.778,105.784,107.6625
01/12/2008,106.161,106.172,104.998,105.2851
02/12/2008,103.805,104.581,102.873,103.4244
03/12/2008,100.618,100.742,98.87,99.4727
04/12/2008,98.482,99.105,96.332,96.8945
05/12/2008,92.28,93.044,90.685,91.0924
08/12/2008,93.644,97.041,93.644,95.0867
09/12/2008,93.409,94.661,93.152,93.9223
10/12/2008,94.419,96.971,93.999,96.1337
11/12/2008,98.026,101.228,96.702,98.2798
12/12/2008,93.445,95.355,92.013,93.8425
15/12/2008,93.542,94.63,91.873,92.9202
16/12/2008,91.489,93.226,91.119,91.2776
17/12/2008,91.058,92.68,89.79,92.4527
18/12/2008,90.444,91.026,89.225,90.5251
19/12/2008,90.323,93.068,90.28,92.7932
22/12/2008,93.358,94.701,93.182,94.5269
23/12/2008,93.123,93.625,91.923,92.4436
24/12/2008,92.142,92.144,91.438,91.4384
26/12/2008,91.4,92.42,91.336,92.065
29/12/2008,91.737,92.307,91.224,91.3214
30/12/2008,89.685,92.645,89.685,92.1917
31/12/2008,92.928,97.02,92.69,96.9222
02/01/2009,98.517,102.114,98.292,101.0623
05/01/2009,98.894,100.811,98.744,100.3196
06/01/2009,104.046,105.754,102.408,105.0615
07/01/2009,104.068,104.48,101.272,101.972
08/01/2009,98.744,100.253,97.885,98.8519
09/01/2009,99.623,102.446,99.306,102.3289
12/01/2009,96.734,97.54,95.776,97.2347
13/01/2009,94.314,99.964,94.29,99.8656
14/01/2009,96.576,96.994,95.046,96.9462
15/01/2009,95.558,97.404,94.609,95.6068
16/01/2009,97.889,98.667,96.664,97.112
20/01/2009,94.181,96.47,93.675,95.8844
21/01/2009,92.906,93.585,90.3,90.7436
22/01/2009,91.123,91.898,88.986,89.4402
23/01/2009,89.68,93.439,89.218,93.3519
26/01/2009,93.753,98.536,93.381,97.216
27/01/2009,93.688,94.524,91.48,92.5216
28/01/2009,94.033,96.378,93.52,93.7774
29/01/2009,90.364,92.873,90.354,92.1076
30/01/2009,89.888,91.938,89.642,91.4754
02/02/2009,91.018,92.476,90.74,91.7765
03/02/2009,92.654,95.857,92.398,95.3704
04/02/2009,96.029,98.289,95.747,96.5497
05/02/2009,96.094,96.378,94.107,94.8471
06/02/2009,97.477,99.77,97.06,99.2887
09/02/2009,99.042,99.226,98.182,98.4827
10/02/2009,96.681,98.06,95.08,95.3636
11/02/2009,94.021,94.903,92.62,94.1684
12/02/2009,93.127,93.629,91.995,93.1614
13/02/2009,94.205,94.491,93.153,93.3031
17/02/2009,90.63,90.811,88.51,88.5103
18/02/2009,87.809,89.265,87.6,88.816
19/02/2009,91.05,91.086,89.907,90.2869
20/02/2009,87.04,88.196,86.539,87.1902
23/02/2009,88.202,89.057,87.091,87.1521
24/02/2009,87.064,90.094,87.035,89.6849
25/02/2009,90.519,92.137,89.824,91.6066
26/02/2009,92.932,94.066,92.177,92.9624
27/02/2009,90.447,92.085,89.064,91.3219
02/03/2009,89.881,90.616,89.264,89.3219
03/03/2009,91.362,92.183,91.211,91.8864
04/03/2009,93.104,97.217,93.104,96.5367
05/03/2009,95.678,96.591,94.198,94.6964
06/03/2009,95.943,96.76,95.031,95.1866
09/03/2009,94.002,94.937,93.143,93.4479
10/03/2009,94.424,96.669,94.342,95.7935
11/03/2009,95.718,95.877,93.95,94.2861
12/03/2009,92.875,94.671,92.719,93.7128
13/03/2009,95.999,96.649,94.353,94.9441
16/03/2009,96.812,98.36,96.09,97.9905
17/03/2009,98.167,98.423,96.86,97.5727
18/03/2009,97.55,97.624,95.573,96.6975
19/03/2009,100.724,102.152,100.208,101.7405
20/03/2009,102.124,102.798,101.106,101.2887
23/03/2009,102.729,102.741,101.265,102.2593
24/03/2009,100.193,100.602,99.215,100.34
25/03/2009,99.064,101.071,98.621,100.4596
26/03/2009,103.029,103.777,102.735,103.009
27/03/2009,101.275,102.061,100.609,102.0375
30/03/2009,99.499,101.727,98.942,99.1604
31/03/2009,101.119,101.846,99.9,101.3781
01/04/2009,99.884,101.885,98.851,101.5073
02/04/2009,103.56,104.843,103.344,104.2549
03/04/2009,104.833,109.445,104.588,108.8537
06/04/2009,109.02,109.085,106.264,107.124
07/04/2009,107.367,109.069,107.135,108.1791
08/04/2009,106.821,109.3,106.777,109.0591
09/04/2009,109.838,112.242,109.794,112.0281
13/04/2009,114.464,114.514,113.331,113.3313
14/04/2009,113.201,114.782,112.003,113.9861
15/04/2009,115.757,117.712,115.046,117.6214
16/04/2009,116.297,118.026,114.837,115.8583
17/04/2009,115.994,117.781,115.793,117.5285
20/04/2009,113.951,114.433,111.984,112.5838
21/04/2009,109.426,111.744,108.409,111.6058
22/04/2009,110.092,111.86,109.498,111.291
23/04/2009,111.48,111.599,107.356,108.3635
24/04/2009,108.579,110.667,108.48,110.2073
27/04/2009,106.862,108.232,105.894,107.6232
28/04/2009,104.832,106.055,104.319,104.8585
29/04/2009,107.143,109.134,106.765,108.7259
30/04/2009,110.652,111.443,109.759,111.1074
01/05/2009,112.623,114.878,112.536,114.6652
04/05/2009,115.8,115.836,114.947,115.6835
05/05/2009,114.863,115.299,113.183,114.553
06/05/2009,115.158,119.621,115.158,119.2206
07/05/2009,119.11,119.11,119.11,119.11
08/05/2009,119.114,120.161,116.959,117.5797
11/05/2009,114.775,116.156,114.36,115.7076
12/05/2009,117.894,118.956,115.405,115.977
13/05/2009,112.988,113.841,112.061,112.7086
14/05/2009,110.511,113.277,110.296,113.111
15/05/2009,111.365,113.832,111.079,112.5117
18/05/2009,112.065,114.192,112.017,113.879
19/05/2009,115.753,116.36,113.47,113.5639
20/05/2009,113.126,115.187,112.943,114.4361
21/05/2009,111.803,111.815,109.757,110.6592
22/05/2009,112.933,113.377,111.873,113.2472
26/05/2009,111.855,115.327,111.658,114.9164
27/05/2009,113.635,114.504,112.673,112.9275
28/05/2009,112.473,114.658,112.301,113.8163
29/05/2009,115.699,117.625,115.19,117.4022
01/06/2009,119.913,122.736,119.784,122.2909
02/06/2009,121.719,122.117,120.581,121.3331
03/06/2009,120.31,120.953,117.728,118.5425
04/06/2009,117.904,123.975,117.57,123.45
05/06/2009,124.135,125.072,121.077,122.9685
08/06/2009,122.245,124.231,122.168,122.6482
09/06/2009,125.28,128.263,125.028,127.7525
10/06/2009,128.684,128.831,126.838,127.5014
11/06/2009,130.432,132.633,129.553,132.4872
12/06/2009,130.537,131.713,128.317,129.2653
15/06/2009,126.011,126.864,123.373,124.0453
16/06/2009,125.582,125.82,122.718,123.5868
17/06/2009,121.578,124.156,121.537,123.4564
18/06/2009,122.716,124.657,122.478,124.479
19/06/2009,125.92,126.182,124.473,125.1772
22/06/2009,121.682,122.118,118.283,118.4183
23/06/2009,120.581,121.538,119.73,120.9942
24/06/2009,123.243,126.502,123.243,125.8925
25/06/2009,125.772,128.413,125.716,127.841
26/06/2009,127.958,128.595,125.641,126.1896
29/06/2009,126.511,127.895,126.043,126.201
30/06/2009,127.094,127.516,122.152,124.0901
01/07/2009,125.855,129.269,125.855,128.0069
02/07/2009,126.311,126.765,124.655,126.597
06/07/2009,121.86,124.716,121.315,124.3945
07/07/2009,126.277,126.289,122.679,123.2467
08/07/2009,121.964,122.162,118.144,118.6834
09/07/2009,120.029,121.87,118.83,121.4753
10/07/2009,119.35,120.996,118.822,119.6924
13/07/2009,119.626,120.783,119.156,119.3153
14/07/2009,122.225,124.09,122.177,123.6961
15/07/2009,127.05,128.528,126.618,127.8831
16/07/2009,127.784,129.098,127.562,128.95
17/07/2009,128.456,132.082,128.261,130.8922
20/07/2009,133.436,133.665,131.091,132.653
21/07/2009,131.908,133.737,131.464,131.852
22/07/2009,131.959,135.398,131.66,134.9314
23/07/2009,133.866,136.289,133.03,136.1179
24/07/2009,137.117,137.447,136.269,136.9309
27/07/2009,139.399,140.054,137.845,138.2209
28/07/2009,138.802,139.625,135.849,136.9655
29/07/2009,134.54,135.485,133.703,134.3671
30/07/2009,137.439,140.37,137.38,140.1106
31/07/2009,142.481,143.267,140.072,143.0807
03/08/2009,148.546,150.054,148.174,149.5494
04/08/2009,147.427,153.096,147.415,151.9895
05/08/2009,154.062,157.492,153.065,156.1787
06/08/2009,153.706,154.212,149.502,151.1273
07/08/2009,150.578,154.279,150.254,153.0997
10/08/2009,155.073,156.072,150.748,151.6823
11/08/2009,152.997,153.011,148.736,148.8129
12/08/2009,148.457,153.265,147.454,152.6019
13/08/2009,158.866,159.521,157.567,158.0894
14/08/2009,157.896,158.049,151.932,152.6006
17/08/2009,148.508,150.426,147.689,149.2049
18/08/2009,152.337,152.471,148.275,149.8442
19/08/2009,147.32,149.867,143.977,148.8247
20/08/2009,149.581,149.943,146.476,147.4922
21/08/2009,150.605,152.753,150.359,152.044
24/08/2009,152.963,153.698,150.886,153.4539
25/08/2009,151.591,152.861,150.517,151.1796
26/08/2009,151.306,151.952,149.109,150.1544
27/08/2009,149.784,152.532,148.825,149.8773
28/08/2009,153.907,155.075,152.355,152.9522
31/08/2009,151.62,151.749,149.395,150.0599
01/09/2009,149.11,151.853,146.657,147.4655
02/09/2009,144.794,148.195,143.975,147.1723
03/09/2009,149.577,149.809,146.647,149.0794
04/09/2009,149.098,149.955,147.356,148.7208
08/09/2009,154.138,155.174,152.083,152.8052
09/09/2009,151.61,152.296,150.728,151.9085
10/09/2009,148.817,149.155,146.592,148.4632
11/09/2009,148.934,150.053,145.913,146.6292
14/09/2009,144.889,145.22,143.083,144.6029
15/09/2009,145.545,147.327,144.921,146.4209
16/09/2009,148.883,152.559,148.811,151.63
17/09/2009,151.734,153.526,150.778,152.0763
18/09/2009,150.553,150.613,147.304,147.403
21/09/2009,145.573,148.583,144.625,147.5086
22/09/2009,149.916,150.773,148.336,149.6932
23/09/2009,147.902,148.162,146.728,147.6698
24/09/2009,146.838,147.507,142.556,143.2669
25/09/2009,143.526,144.043,141.538,143.4268
28/09/2009,141.333,143.634,141.18,143.2637
29/09/2009,142.89,144.991,142.339,144.2078
30/09/2009,147.444,148.9763,145.987,148.9763
01/10/2009,147.737,148.835,144.671,145.1323
02/10/2009,142.647,143.449,140.536,142.1222
05/10/2009,141.77,143.753,141.165,143.0558
06/10/2009,145.767,147.663,145.503,146.3219
07/10/2009,146.177,148.831,145.681,147.3707
08/10/2009,151.783,154.393,150.492,154.2571
09/10/2009,152.848,152.848,150.698,151.4401
12/10/2009,153.636,154.551,152.848,153.3759
13/10/2009,153.619,153.63,148.169,149.4856
14/10/2009,150.007,151.27,149.515,151.136
15/10/2009,148.536,152.778,147.907,151.9788
16/10/2009,150.586,151.554,149.987,151.5345
19/10/2009,152.488,157.199,149.336,156.4834
20/10/2009,156.398,158.269,154.209,154.7497
21/10/2009,153.778,160.89,153.68,160.465
22/10/2009,160.529,160.817,158.43,159.1143
23/10/2009,161.234,162.046,158.454,160.1681
26/10/2009,162.7128,163.4964,159.4444,160.2567
27/10/2009,160.7997,162.0089,158.8768,159.6714
28/10/2009,156.8231,158.0777,153.95,154.121
29/10/2009,154.7274,159.3046,154.1371,159.1867
30/10/2009,157.1669,157.9351,154.5883,154.757
02/11/2009,155.0852,156.0904,154.1561,154.8376
