,SPX Index,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
02/10/2001,1038.55,1051.33,1034.47,1051.33,1670400300
03/10/2001,1051.33,1075.38,1041.48,1072.28,2435873100
04/10/2001,1072.28,1084.12,1067.82,1069.63,2236116100
05/10/2001,1069.62,1072.35,1053.5,1071.38,1767589500
08/10/2001,1071.37,1071.37,1056.88,1062.44,1339919600
09/10/2001,1062.44,1063.37,1053.83,1056.75,1422618780
10/10/2001,1056.75,1081.62,1052.7,1080.99,1572009000
11/10/2001,1080.99,1099.16,1080.99,1097.43,2161250100
12/10/2001,1097.43,1097.43,1072.15,1091.65,1913164100
15/10/2001,1091.65,1091.65,1078.19,1089.98,1357194500
16/10/2001,1089.98,1101.66,1087.13,1097.54,1543602500
17/10/2001,1097.54,1107.12,1076.57,1077.09,1945002400
18/10/2001,1077.09,1077.94,1064.54,1068.61,1620171000
19/10/2001,1068.61,1075.52,1057.24,1073.48,1548105900
22/10/2001,1073.48,1090.57,1070.32,1089.9,1391246100
23/10/2001,1089.9,1098.99,1081.53,1084.78,1672248200
24/10/2001,1084.78,1090.26,1079.98,1085.2,1750352100
25/10/2001,1085.2,1100.09,1065.64,1100.09,1925259900
26/10/2001,1100.09,1110.61,1094.24,1104.61,1633756100
29/10/2001,1104.61,1104.61,1078.3,1078.3,1441241600
30/10/2001,1078.3,1078.3,1053.61,1059.79,1628986400
31/10/2001,1059.79,1074.79,1057.55,1059.78,1727476700
01/11/2001,1059.78,1085.61,1054.31,1084.1,1693464600
02/11/2001,1084.1,1089.63,1075.58,1087.2,1493697400
05/11/2001,1087.2,1106.72,1087.2,1102.84,1638830900
06/11/2001,1102.84,1119.73,1095.36,1118.86,1794844200
07/11/2001,1118.86,1126.62,1112.98,1115.8,1866477500
08/11/2001,1115.8,1135.75,1115.42,1118.54,2013311000
09/11/2001,1118.54,1123.02,1111.13,1120.31,1372667100
12/11/2001,1120.31,1121.71,1098.32,1118.33,1381313200
13/11/2001,1118.33,1139.14,1118.33,1139.09,1842812800
14/11/2001,1139.09,1148.28,1132.87,1141.21,1858153300
15/11/2001,1141.21,1146.46,1135.06,1142.24,1770336500
16/11/2001,1142.24,1143.52,1129.92,1138.65,1650855100
19/11/2001,1138.65,1151.06,1138.65,1151.06,1626740300
20/11/2001,1151.06,1152.45,1142.17,1142.66,1641876100
21/11/2001,1142.66,1142.66,1129.78,1137.03,1363644100
23/11/2001,1137.03,1151.05,1135.9,1150.34,503606200
26/11/2001,1150.34,1157.88,1146.17,1157.42,1437548000
27/11/2001,1157.42,1163.38,1140.81,1149.5,1792446300
28/11/2001,1149.5,1149.5,1128.29,1128.52,1799562400
29/11/2001,1128.52,1140.4,1125.51,1140.2,1746464100
30/11/2001,1140.2,1143.57,1135.89,1139.45,1595649000
03/12/2001,1139.45,1139.45,1125.78,1129.9,1404541300
04/12/2001,1129.9,1144.8,1128.86,1144.8,1610707600
05/12/2001,1143.77,1173.62,1143.77,1170.35,2333605300
06/12/2001,1170.35,1173.35,1164.43,1167.1,1852049600
07/12/2001,1167.1,1167.1,1152.66,1158.31,1568399800
10/12/2001,1158.31,1158.31,1139.66,1139.93,1470528900
11/12/2001,1139.93,1150.89,1134.32,1136.76,1659730800
12/12/2001,1136.76,1141.58,1126.01,1137.07,1739068700
13/12/2001,1137.07,1137.07,1117.85,1119.38,1855967000
14/12/2001,1119.38,1128.28,1114.53,1123.09,1701283100
17/12/2001,1123.09,1137.36,1122.34,1134.36,1580604200
18/12/2001,1134.36,1145.1,1134.36,1142.92,1567772600
19/12/2001,1142.92,1152.44,1134.75,1149.56,1711665500
20/12/2001,1149.56,1151.42,1139.93,1139.93,1849062400
21/12/2001,1139.93,1147.83,1139.93,1144.89,2169761800
24/12/2001,1144.89,1147.83,1144.62,1144.65,469244800
26/12/2001,1144.65,1159.18,1144.65,1149.37,899890500
27/12/2001,1149.37,1157.13,1149.37,1157.13,972975200
28/12/2001,1157.13,1164.64,1157.13,1161.02,1019872800
31/12/2001,1161.02,1161.16,1148.04,1148.08,1089301900
02/01/2002,1148.08,1154.67,1136.23,1154.67,1432406600
03/01/2002,1154.67,1165.27,1154.01,1165.27,1879274400
04/01/2002,1165.27,1176.55,1163.42,1172.51,1947891600
07/01/2002,1172.51,1176.97,1163.55,1164.89,1685144300
08/01/2002,1164.89,1167.6,1157.46,1160.71,1540325600
09/01/2002,1160.71,1174.26,1151.89,1155.14,1925381500
10/01/2002,1155.14,1159.93,1150.85,1156.55,1543176900
11/01/2002,1156.55,1159.41,1145.45,1145.6,1463981500
14/01/2002,1145.6,1145.6,1138.15,1138.41,1537500800
15/01/2002,1138.41,1148.81,1136.88,1146.19,1672428400
16/01/2002,1146.19,1146.19,1127.49,1127.57,1828424300
17/01/2002,1127.57,1139.27,1127.57,1138.88,1686141700
18/01/2002,1138.88,1138.88,1124.45,1127.58,1647759500
22/01/2002,1127.58,1135.26,1117.91,1119.31,1583607500
23/01/2002,1119.31,1131.94,1117.43,1128.19,1753622900
24/01/2002,1128.18,1139.5,1128.18,1132.16,1871457100
25/01/2002,1132.15,1138.31,1127.82,1133.28,1607256800
28/01/2002,1133.28,1138.63,1126.66,1133.06,1346065000
29/01/2002,1133.06,1137.47,1098.74,1100.64,2119430700
30/01/2002,1100.64,1113.79,1081.66,1113.57,2397574200
31/01/2002,1113.57,1130.21,1113.3,1130.21,1777810200
01/02/2002,1130.2,1130.2,1118.51,1122.2,1695796100
04/02/2002,1122.2,1122.2,1092.25,1094.44,1810257000
05/02/2002,1094.44,1100.96,1082.58,1090.02,2256464100
06/02/2002,1090.02,1093.58,1077.78,1083.51,2205039600
07/02/2002,1083.51,1094.03,1078.44,1080.17,1908931200
08/02/2002,1080.17,1096.3,1079.91,1096.22,1802080600
11/02/2002,1096.22,1112.01,1094.68,1111.94,1493018700
12/02/2002,1111.94,1112.68,1102.98,1107.5,1398332900
13/02/2002,1107.5,1120.56,1107.5,1118.51,1512811800
14/02/2002,1118.51,1124.72,1112.3,1116.48,1570582800
15/02/2002,1116.48,1117.09,1103.23,1104.18,1771152900
19/02/2002,1104.18,1104.18,1082.24,1083.34,1631932100
20/02/2002,1083.34,1098.32,1074.36,1097.98,1890349000
21/02/2002,1097.98,1101.5,1080.24,1080.95,1827679400
22/02/2002,1080.95,1093.93,1074.39,1089.84,1940533400
25/02/2002,1089.84,1112.71,1089.84,1109.44,1701074200
26/02/2002,1109.43,1115.05,1101.72,1109.38,1688587200
27/02/2002,1109.38,1123.06,1102.26,1109.89,1815275000
28/02/2002,1109.89,1121.57,1106.73,1106.73,1770447600
01/03/2002,1106.73,1131.79,1106.73,1131.78,1855864400
04/03/2002,1131.78,1153.84,1130.93,1153.84,2257826600
05/03/2002,1153.84,1157.74,1144.78,1146.14,2059658100
06/03/2002,1146.14,1165.29,1145.11,1162.77,1903220500
07/03/2002,1162.77,1167.94,1150.69,1157.54,1865818300
08/03/2002,1157.54,1172.76,1157.54,1164.31,1943908100
11/03/2002,1164.31,1173.03,1159.58,1168.26,1570490200
12/03/2002,1168.26,1168.26,1154.34,1165.58,1693682700
13/03/2002,1165.58,1165.58,1151.01,1154.09,1709735800
14/03/2002,1154.09,1157.83,1151.08,1153.04,1475362500
15/03/2002,1153.04,1166.48,1153.04,1166.16,1893103200
18/03/2002,1166.16,1172.73,1159.14,1165.55,1429095300
19/03/2002,1165.55,1173.94,1165.55,1170.29,1475877400
20/03/2002,1170.29,1170.29,1151.61,1151.85,1577852900
21/03/2002,1151.85,1155.1,1139.48,1153.59,1582544300
22/03/2002,1153.59,1156.49,1144.6,1148.7,1471533100
25/03/2002,1148.7,1151.04,1131.87,1131.87,1290330100
26/03/2002,1131.87,1147,1131.61,1138.49,1510882000
27/03/2002,1138.49,1146.95,1135.33,1144.58,1435845500
28/03/2002,1144.58,1154.45,1144.58,1147.39,1405727600
01/04/2002,1147.39,1147.84,1132.87,1146.55,1348239200
02/04/2002,1146.54,1146.54,1135.71,1136.77,1513340900
03/04/2002,1136.76,1138.85,1119.68,1125.4,1527988800
04/04/2002,1125.4,1130.45,1120.06,1126.34,1596514300
05/04/2002,1126.34,1133.31,1119.49,1122.73,1356700500
08/04/2002,1122.73,1125.41,1111.79,1125.29,1455458300
09/04/2002,1125.29,1128.29,1116.73,1117.8,1633262700
10/04/2002,1117.8,1131.76,1117.8,1130.46,2031414800
11/04/2002,1130.47,1130.47,1102.42,1103.69,1863223100
12/04/2002,1103.69,1112.77,1102.74,1111.01,1511595300
15/04/2002,1111.01,1114.86,1099.41,1102.55,1352649700
16/04/2002,1102.55,1129.4,1102.55,1128.37,1719556400
17/04/2002,1128.37,1133,1123.37,1126.07,1820285500
18/04/2002,1126.07,1130.49,1109.29,1124.47,1679820500
19/04/2002,1124.47,1128.82,1122.59,1125.17,1577578800
22/04/2002,1125.17,1125.17,1105.62,1107.83,1640179100
23/04/2002,1107.83,1111.17,1098.94,1100.96,1903694400
24/04/2002,1100.96,1108.46,1092.51,1093.14,1732411800
25/04/2002,1093.14,1094.36,1084.81,1091.48,1953125200
26/04/2002,1091.48,1096.77,1076.31,1076.32,1749724400
29/04/2002,1076.32,1078.95,1063.62,1065.46,1818105800
30/04/2002,1065.45,1082.62,1063.46,1076.92,2130855700
01/05/2002,1076.92,1088.32,1065.29,1086.46,2170633700
02/05/2002,1086.46,1091.42,1079.46,1084.56,1988008100
03/05/2002,1084.56,1084.56,1068.89,1073.43,1924211700
06/05/2002,1073.43,1075.96,1052.65,1052.67,1580948900
07/05/2002,1052.67,1058.67,1048.96,1049.49,2066674600
08/05/2002,1049.49,1088.92,1049.49,1088.85,2247708800
09/05/2002,1088.85,1088.85,1072.23,1073.01,1655088200
10/05/2002,1073.01,1075.43,1053.93,1054.99,1734845600
13/05/2002,1054.99,1074.84,1053.9,1074.56,1579735800
14/05/2002,1074.56,1097.71,1074.56,1097.28,2459567000
15/05/2002,1097.28,1104.23,1088.94,1091.07,1904684900
16/05/2002,1091.07,1099.29,1089.17,1098.23,1494154000
17/05/2002,1098.23,1106.59,1096.77,1106.59,1521096500
20/05/2002,1106.59,1106.59,1090.61,1091.88,1160159000
21/05/2002,1091.88,1099.55,1079.08,1079.88,1439672800
22/05/2002,1079.88,1086.02,1075.64,1086.02,1465158700
23/05/2002,1086.02,1097.1,1080.55,1097.08,1443914400
24/05/2002,1097.08,1097.08,1082.19,1083.82,1066988600
28/05/2002,1083.82,1085.98,1070.31,1074.55,1145854200
29/05/2002,1074.55,1074.83,1067.66,1067.66,1238835800
30/05/2002,1067.66,1069.5,1054.26,1064.66,1489564100
31/05/2002,1064.66,1079.93,1064.66,1067.14,1450073900
03/06/2002,1067.14,1070.74,1039.9,1040.68,1582388600
04/06/2002,1040.68,1046.06,1030.52,1040.69,1837480600
05/06/2002,1040.69,1050.11,1038.84,1049.9,1577795200
06/06/2002,1049.9,1049.9,1026.91,1029.15,1814528300
07/06/2002,1029.15,1033.02,1012.49,1027.53,2287371900
10/06/2002,1027.53,1038.18,1025.45,1030.74,1452625700
11/06/2002,1030.74,1039.04,1012.94,1013.6,1665970900
12/06/2002,1013.6,1021.85,1002.58,1020.26,2193679700
13/06/2002,1020.26,1023.47,1008.12,1009.56,1629131400
14/06/2002,1009.56,1009.56,981.63,1007.28,1934051600
17/06/2002,1007.27,1036.17,1007.27,1036.17,1561480400
18/06/2002,1036.17,1040.83,1030.92,1037.14,1505008700
19/06/2002,1037.14,1037.61,1017.88,1019.99,1697185300
20/06/2002,1019.99,1023.33,1004.59,1006.29,1746663600
21/06/2002,1006.29,1006.29,985.65,989.14,2221562700
24/06/2002,989.14,1002.11,970.85,992.72,1964175700
25/06/2002,992.72,1005.88,974.21,976.14,1822977500
26/06/2002,976.14,977.43,952.92,973.53,2488957400
27/06/2002,973.53,990.67,963.74,990.64,2184977100
28/06/2002,990.64,1001.79,988.31,989.81,2181772100
01/07/2002,989.82,994.46,967.43,968.65,1590399900
02/07/2002,968.65,968.65,945.54,948.09,2059917600
03/07/2002,948.09,954.3,934.87,953.99,1754694800
05/07/2002,953.99,989.07,953.99,989.03,845846600
08/07/2002,989.03,993.56,972.91,976.98,1437639900
09/07/2002,976.98,979.63,951.71,952.83,1644962700
10/07/2002,952.83,956.34,920.29,920.47,2116745900
11/07/2002,920.47,929.16,900.94,927.37,2570637100
12/07/2002,927.37,934.31,913.71,921.39,2050375800
15/07/2002,921.39,921.39,876.46,917.93,2392038800
16/07/2002,917.93,918.65,897.13,901.05,2387155500
17/07/2002,901.05,926.52,895.03,906.04,2453081600
18/07/2002,906.04,907.8,880.6,881.56,2097528200
19/07/2002,881.56,881.56,842.07,847.76,2880484600
22/07/2002,847.76,854.13,813.26,819.85,2393881661
23/07/2002,819.85,827.69,796.13,797.7,2602892177
24/07/2002,797.71,844.32,775.68,843.42,2904910278
25/07/2002,843.42,853.83,816.11,838.68,2734602867
26/07/2002,838.68,852.85,835.92,852.84,1982852401
29/07/2002,852.84,898.96,852.84,898.96,1910663813
30/07/2002,898.96,909.81,884.7,902.78,2009252758
31/07/2002,902.78,911.64,889.88,911.62,2088319773
01/08/2002,911.62,911.62,882.48,884.66,1905713177
02/08/2002,884.66,884.72,853.95,864.24,1737518621
05/08/2002,864.24,864.24,833.44,834.6,1601508464
06/08/2002,834.6,874.44,834.6,859.57,1740965084
07/08/2002,859.57,878.74,854.15,876.77,1761108559
08/08/2002,876.77,905.84,875.17,905.46,1837772027
09/08/2002,905.46,913.95,890.77,908.64,1457144859
12/08/2002,908.64,908.64,892.38,903.8,1182942576
13/08/2002,903.8,911.71,883.62,884.21,1639706025
14/08/2002,884.21,920.21,876.2,919.62,1748621226
15/08/2002,919.62,933.29,918.17,930.25,1702755841
16/08/2002,930.25,935.38,916.21,928.77,1457152168
19/08/2002,928.77,951.17,927.21,950.72,1479759169
20/08/2002,950.7,950.7,931.86,937.43,1464154230
21/08/2002,937.43,951.59,931.32,949.36,1528103238
22/08/2002,949.36,965,946.43,962.7,1516474813
23/08/2002,962.7,962.7,937.17,940.86,1240804093
26/08/2002,940.86,950.8,930.42,947.95,1186073090
27/08/2002,947.95,955.82,930.36,934.82,1436172187
28/08/2002,934.82,934.82,913.21,917.87,1347121996
29/08/2002,917.87,924.59,903.33,917.8,1390283811
30/08/2002,917.8,928.15,910.17,916.07,1102541720
03/09/2002,916.07,916.07,877.51,878.02,1505552780
04/09/2002,878.02,896.1,875.73,893.41,1567282846
05/09/2002,893.4,893.4,870.5,879.15,1633312522
06/09/2002,879.15,899.07,879.15,893.92,1418092246
09/09/2002,893.92,907.34,882.92,902.96,1322273929
10/09/2002,902.96,909.89,900.5,909.58,1345198946
11/09/2002,910.63,924.02,908.47,909.45,1051535492
12/09/2002,909.45,909.45,884.84,886.91,1334617586
13/09/2002,886.91,892.75,877.05,889.81,1383754484
16/09/2002,889.81,891.84,878.91,891.1,1158257317
17/09/2002,891.1,902.68,872.38,873.52,1621560972
18/09/2002,873.52,878.45,857.39,869.46,1771698441
19/09/2002,869.46,869.46,843.09,843.32,1763277967
20/09/2002,843.32,849.32,839.09,845.39,2213196202
23/09/2002,845.39,845.39,825.76,833.7,1617436107
24/09/2002,833.7,833.7,817.38,819.29,1968555124
25/09/2002,819.27,844.22,818.46,839.66,1943914314
26/09/2002,839.66,856.6,839.66,854.95,1879182026
27/09/2002,854.95,854.95,826.84,827.37,1661500779
30/09/2002,827.37,827.37,800.2,815.28,1940381876
01/10/2002,815.28,847.93,812.82,847.91,1915369561
02/10/2002,843.77,851.93,826.5,827.91,1921947262
03/10/2002,827.91,840.02,817.25,818.95,1994610340
04/10/2002,818.95,825.9,794.1,800.58,1998526467
07/10/2002,800.58,808.21,782.96,785.28,1777418142
08/10/2002,785.28,808.86,779.5,798.55,2314723957
09/10/2002,798.55,798.55,775.8,776.76,2195705530
10/10/2002,776.76,806.51,768.63,803.92,2301919049
11/10/2002,803.92,843.27,803.92,835.32,2112888540
14/10/2002,835.32,844.39,828.37,841.44,1377148872
15/10/2002,841.44,881.27,841.44,881.27,2205970158
16/10/2002,881.27,881.27,856.28,860.02,1891797016
17/10/2002,860.02,885.35,860.02,879.2,2089135848
18/10/2002,879.2,886.68,866.58,884.39,1773876021
21/10/2002,884.39,900.69,873.06,899.72,1726062832
22/10/2002,899.72,899.72,882.4,890.16,1824328595
23/10/2002,890.16,896.14,873.82,896.14,1781017854
24/10/2002,896.14,902.94,879,882.5,2018912214
25/10/2002,882.5,897.71,877.03,897.65,1517536147
28/10/2002,897.65,907.44,886.15,890.23,1634718769
29/10/2002,890.23,890.64,867.91,882.15,1647114960
30/10/2002,882.15,895.28,879.19,890.71,1697747691
31/10/2002,890.71,898.83,879.75,885.76,1842815929
01/11/2002,885.76,903.42,877.71,900.96,1794662800
04/11/2002,900.96,924.58,900.96,908.35,2098876311
05/11/2002,908.35,915.83,904.91,915.39,1597125266
06/11/2002,915.39,925.66,905,923.76,2018086302
07/11/2002,923.76,923.76,898.68,902.65,1731108924
08/11/2002,902.65,910.11,891.62,894.74,1649589779
11/11/2002,894.74,894.74,874.63,876.19,1267684043
12/11/2002,876.19,894.3,876.19,882.95,1597274200
13/11/2002,882.95,892.51,872.05,882.53,1715731418
14/11/2002,882.53,904.27,882.53,904.27,1743987250
15/11/2002,904.27,910.21,895.35,909.83,1708485194
18/11/2002,909.83,915.91,899.48,900.36,1529798281
19/11/2002,900.36,905.45,893.09,896.74,1566321480
20/11/2002,896.74,915.01,894.93,914.15,1781051667
21/11/2002,914.15,935.13,914.15,933.76,2383241395
22/11/2002,933.76,937.28,928.41,930.55,1854621390
25/11/2002,930.55,937.15,923.31,932.88,1771823499
26/11/2002,932.87,932.87,912.1,913.31,1731504815
27/11/2002,913.31,940.41,913.31,938.87,1502048241
29/11/2002,938.87,941.82,935.58,936.31,704741621
02/12/2002,936.31,954.28,927.72,934.53,1746808892
03/12/2002,934.53,934.53,918.73,920.75,1583568384
04/12/2002,920.75,925.25,909.51,917.57,1742069088
05/12/2002,917.58,921.49,905.9,906.55,1379272120
06/12/2002,906.55,915.48,895.96,912.23,1459651727
09/12/2002,912.23,912.23,891.97,892,1396228273
10/12/2002,892,904.95,892,904.45,1346971427
11/12/2002,904.45,909.94,896.48,904.96,1371052000
12/12/2002,904.96,908.37,897,901.59,1350622978
13/12/2002,901.58,901.58,888.48,889.48,1355769468
16/12/2002,889.48,910.42,889.48,910.4,1379726214
17/12/2002,910.4,911.22,901.74,902.99,1327727513
18/12/2002,902.99,902.99,887.82,891.12,1501788563
19/12/2002,890.02,899.19,880.32,884.25,1595546836
20/12/2002,884.25,897.79,884.25,895.75,2117914038
23/12/2002,895.74,902.43,892.26,897.38,1118665409
24/12/2002,897.38,897.38,892.29,892.47,495199040
26/12/2002,892.47,903.89,887.48,889.66,767617364
27/12/2002,889.66,890.46,873.62,875.4,776707191
30/12/2002,875.4,882.1,870.23,879.39,1063584171
31/12/2002,879.39,881.93,869.45,879.82,1084224281
02/01/2003,879.82,909.03,879.82,909.03,1360278221
03/01/2003,909.03,911.25,903.07,908.59,1239348369
06/01/2003,908.59,931.77,908.59,929.01,1554853921
07/01/2003,929.01,930.81,919.93,922.93,1791198155
08/01/2003,922.93,922.93,908.32,909.93,1580033991
09/01/2003,909.93,928.31,909.93,927.58,1671581034
10/01/2003,927.58,932.89,917.66,927.57,1659188737
13/01/2003,927.57,935.05,922.05,926.26,1512380993
14/01/2003,926.26,931.66,921.72,931.66,1448698067
15/01/2003,931.66,932.59,916.7,918.22,1555743285
16/01/2003,918.22,926.03,911.98,914.6,1607332080
17/01/2003,914.6,914.6,899.02,901.78,1648182533
21/01/2003,901.78,906,887.62,887.62,1431365509
22/01/2003,887.62,889.74,877.64,878.36,1679188998
23/01/2003,878.36,890.25,876.89,887.34,1762217529
24/01/2003,887.34,887.34,859.71,861.4,1636616498
27/01/2003,861.4,863.95,844.25,847.48,1495931607
28/01/2003,847.48,860.76,847.48,858.54,1532373199
29/01/2003,858.54,868.72,845.86,864.36,1658896737
30/01/2003,864.36,865.48,843.74,844.61,1588413800
31/01/2003,844.61,858.33,840.34,855.7,1761093685
03/02/2003,855.7,864.64,855.7,860.32,1335639456
04/02/2003,860.32,860.32,840.19,848.2,1554459985
05/02/2003,848.2,861.63,842.11,843.59,1566964105
06/02/2003,843.59,844.23,833.25,838.15,1479340243
07/02/2003,838.15,845.73,826.7,829.69,1349193208
10/02/2003,829.69,837.16,823.53,835.97,1280077987
11/02/2003,835.97,843.02,825.09,829.2,1379497375
12/02/2003,829.2,832.12,818.49,818.68,1334465783
13/02/2003,818.68,821.25,806.29,817.37,1512713293
14/02/2003,817.37,834.89,815.03,834.89,1466461879
18/02/2003,834.89,852.87,834.89,851.17,1287288404
19/02/2003,851.17,851.17,838.79,845.13,1151098611
20/02/2003,845.13,849.37,836.56,837.1,1277355656
21/02/2003,837.1,852.28,831.48,848.17,1460198874
24/02/2003,848.17,848.17,832.16,832.58,1265085684
25/02/2003,832.58,839.55,818.54,838.57,1499476628
26/02/2003,838.57,840.1,826.68,827.55,1352226205
27/02/2003,827.55,842.19,827.55,837.28,1334035291
28/02/2003,837.28,847,837.28,841.15,1366011228
03/03/2003,841.15,852.34,832.74,834.81,1259479241
04/03/2003,834.81,835.43,821.96,821.99,1255977030
05/03/2003,821.99,829.87,819,829.85,1401363695
06/03/2003,829.85,829.85,819.85,822.1,1353690807
07/03/2003,822.1,829.55,811.23,828.89,1546820729
10/03/2003,828.89,828.89,806.57,807.48,1257008169
11/03/2003,807.48,814.25,800.3,800.73,1423554254
12/03/2003,800.73,804.19,788.9,804.19,1683836177
13/03/2003,804.19,832.02,804.19,831.9,1938756666
14/03/2003,831.89,841.39,828.26,833.27,1683366008
17/03/2003,833.27,862.79,827.17,862.79,1935912133
18/03/2003,862.79,866.94,857.36,866.45,1652944937
19/03/2003,866.45,874.99,861.21,874.02,1641824723
20/03/2003,874.02,879.6,859.01,875.67,1575137649
21/03/2003,875.84,895.9,875.84,895.79,2014217304
24/03/2003,895.79,895.79,862.02,864.23,1370155338
25/03/2003,864.23,879.87,862.59,874.74,1413942444
26/03/2003,874.74,875.8,866.47,869.95,1290872143
27/03/2003,869.95,874.15,858.09,868.52,1283654517
28/03/2003,868.52,869.88,860.83,863.5,1171782468
31/03/2003,863.5,863.5,843.68,848.18,1486901955
01/04/2003,848.18,861.28,847.85,858.48,1469616285
02/04/2003,858.48,884.57,858.48,880.9,1667990422
03/04/2003,880.9,885.89,876.12,876.45,1419253830
04/04/2003,876.45,882.73,874.23,878.85,1326784518
07/04/2003,878.85,904.89,878.85,879.93,1498972027
08/04/2003,879.93,883.11,874.68,878.29,1210773077
09/04/2003,878.29,887.35,865.72,865.99,1315605269
10/04/2003,865.99,871.78,862.76,871.58,1177762189
11/04/2003,871.58,883.34,865.92,868.3,1110145111
14/04/2003,868.3,885.26,868.3,885.23,1066405349
15/04/2003,885.23,891.27,881.85,890.81,1332864060
16/04/2003,890.81,896.77,877.93,879.91,1552558449
17/04/2003,879.91,893.83,879.2,893.58,1437442163
21/04/2003,893.58,898.01,888.17,892.01,1098649852
22/04/2003,892.01,911.74,886.7,911.37,1579677274
23/04/2003,911.37,919.74,909.89,919.02,1579298729
24/04/2003,919.02,919.02,906.69,911.43,1415551501
25/04/2003,911.43,911.43,897.52,898.81,1273757521
28/04/2003,898.81,918.15,898.81,914.84,1237309223
29/04/2003,914.84,924.24,911.1,917.84,1437320083
30/04/2003,917.84,922.01,911.7,916.92,1608429827
01/05/2003,916.92,919.68,902.83,916.3,1279199446
02/05/2003,916.3,930.56,912.35,930.08,1427736219
05/05/2003,930.08,933.88,924.55,926.55,1366951679
06/05/2003,926.55,939.61,926.38,934.39,1568633144
07/05/2003,934.39,937.22,926.41,929.62,1460229579
08/05/2003,929.62,929.62,919.72,920.27,1309352953
09/05/2003,920.27,933.77,920.27,933.41,1247927976
12/05/2003,933.41,946.84,929.3,945.11,1412638851
13/05/2003,945.11,947.51,938.91,942.3,1325738402
14/05/2003,942.3,947.29,935.24,939.28,1301800455
15/05/2003,939.28,948.23,938.79,946.67,1378574592
16/05/2003,946.67,948.65,938.6,944.3,1387797246
19/05/2003,944.3,944.3,920.23,920.77,1294273465
20/05/2003,920.77,925.34,912.05,919.73,1439982131
21/05/2003,919.73,923.85,914.91,923.42,1406351657
22/05/2003,923.42,935.3,922.54,931.87,1355228545
23/05/2003,931.87,935.2,927.42,933.22,1109517067
27/05/2003,933.22,952.76,927.33,951.48,1427066874
28/05/2003,951.48,959.39,950.12,953.22,1446902169
29/05/2003,953.22,962.08,946.23,949.64,1675718455
30/05/2003,949.64,965.38,949.64,963.59,1673078222
02/06/2003,963.59,979.11,963.59,967,1574222277
03/06/2003,967,973.02,964.47,971.56,1357643076
04/06/2003,971.56,987.85,970.72,986.24,1530884651
