,RIO LN Equity,,,,,,,GLEN LN Equity,,,,,,,AAL LN Equity,,,,,,,ANTO LN Equity,,,,,,,EVR LN Equity,,,,,,,BHP LN Equity,,,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO
28/05/2004,1086.327,1091.283,1074.761,1085.501,8715613,1324,21.9972,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1185.896,1187.946,1168.472,1172.572,3778091,1728,17.3097,183,183,174.2,180,2708325,186.526,29.4605,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
31/05/2004,1086.327,1091.283,1074.761,1085.501,8715613,1324,21.9972,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1185.896,1187.946,1168.472,1172.572,3778091,1728,17.3097,183,183,174.2,180,2708325,186.526,29.4605,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
01/06/2004,1086.327,1092.936,1073.935,1086.327,6714259,1324,22.0596,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1167.447,1193.071,1167.447,1186.921,3703750,1728,17.5578,178.2,181,178.2,180.6,2383490,186.526,29.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
02/06/2004,1089.631,1091.283,1061.544,1065.674,7028243,1324,21.5836,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1191.021,1192.046,1158.222,1160.272,4182481,1728,17.1187,181.6,182.2,178.6,178.8,2048555,186.526,29.2482,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
03/06/2004,1057.413,1065.674,1046.674,1059.065,9590208,1324,21.5072,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1159.247,1164.372,1144.897,1157.197,3561470,1728,17.119,178,178,173,173.8,2010430,186.526,28.5063,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
04/06/2004,1054.109,1074.761,1054.109,1073.109,5175868,1324,21.8256,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1135.673,1167.447,1135.673,1164.372,2514820,1728,17.2514,174,175.6,172.4,173.2,2037500,186.526,28.4512,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
07/06/2004,1082.196,1094.588,1082.196,1091.283,6372165,1324,22.2169,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1166.422,1195.121,1166.422,1192.046,3030427,1728,17.6787,175.8,181.8,174.6,181.8,4953685,186.526,29.8931,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
08/06/2004,1092.936,1097.892,1088.805,1089.631,6137662,1324,22.105,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1188.971,1204.346,1181.797,1185.896,2445033,1728,17.5255,182.4,186.2,182.4,182.8,3509470,186.526,29.9515,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
09/06/2004,1078.066,1078.892,1066.5,1069.805,9872750,1324,21.6425,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1195.121,1199.221,1162.322,1164.372,3035003,1728,17.1595,184.2,184.4,180.8,181.8,1920920,186.526,29.7048,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
10/06/2004,1062.37,1070.631,1053.283,1060.718,7972913,1324,21.6204,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1164.372,1170.522,1146.947,1162.322,3383453,1728,17.2585,181.6,183,176.4,177.2,3204425,186.526,29.1716,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
11/06/2004,1067.326,1072.283,1059.891,1068.979,6359071,1324,21.4828,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1164.372,1164.372,1144.897,1151.047,2385119,1728,16.851,177.2,180.8,175.6,180.8,3694395,186.526,29.3461,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
14/06/2004,1066.5,1067.326,1049.978,1049.978,7587481,1324,21.0406,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1151.047,1154.122,1127.473,1127.473,3839819,1728,16.4587,179.4,180.2,177.2,177.6,1452115,186.526,28.7442,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
15/06/2004,1053.283,1056.587,1038.413,1054.935,13935468,1324,21.33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1136.698,1143.872,1127.473,1141.823,4015553,1728,16.818,181.6,181.6,176.2,179.4,812395,186.526,29.2967,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
16/06/2004,1058.239,1067.326,1046.674,1049.978,12515891,1324,21.2274,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1139.773,1157.197,1134.648,1140.798,2653010,1728,16.8011,179.8,181.8,177.2,177.8,774945,186.526,29.0322,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
17/06/2004,1049.978,1060.718,1043.369,1060.718,7692248,1324,21.5126,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1139.773,1152.072,1125.423,1146.947,5102287,1728,16.9452,178.4,181.4,178.4,181,1648305,186.526,29.6484,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
18/06/2004,1050.804,1079.718,1050.804,1072.283,7132579,1324,21.7839,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1137.723,1161.297,1137.723,1156.172,4101373,1728,17.1104,178.8,185,178.8,183,2073535,186.526,30.0267,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
21/06/2004,1077.24,1086.327,1067.326,1068.979,3975115,1324,21.6447,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1161.297,1171.547,1148.997,1156.172,1832937,1728,17.0536,183.8,185.9,181.4,183.2,465380,186.526,29.9597,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
22/06/2004,1068.152,1068.979,1051.63,1054.935,5422677,1324,21.2274,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1153.097,1158.222,1133.623,1136.698,4034091,1728,16.662,185.1,185.1,182.8,183.8,872920,186.526,29.8708,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
23/06/2004,1062.37,1067.326,1054.935,1057.413,5648489,1324,21.255,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1137.723,1153.097,1129.523,1134.648,2890407,1728,16.6146,187.3,187.5,184.8,186.3,1690135,186.526,30.2455,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
24/06/2004,1068.979,1097.066,1068.152,1094.588,15482948,1324,22.1136,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1133.623,1168.472,1133.623,1166.422,5120277,1728,17.1663,186.3,191,186.3,189.3,2084225,186.526,30.888,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
25/06/2004,1091.283,1114.414,1088.805,1106.979,10293455,1324,22.2819,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1164.372,1180.772,1164.372,1178.722,3696415,1728,17.2837,188.8,193.2,188.4,190.7,1189960,186.526,31.0024,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
28/06/2004,1099.544,1113.588,1095.414,1103.675,6973018,1324,22.2728,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1164.372,1199.221,1164.372,1185.896,4431301,1728,17.4338,191.1,195.5,190.7,193.1,3600670,186.526,31.4736,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
29/06/2004,1098.718,1098.718,1082.196,1091.283,8659781,1324,21.7983,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1178.722,1178.722,1155.147,1166.422,4348099,1728,16.9728,197.5,197.5,189.6,190.3,3194685,186.526,30.7012,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9947,#N/A N/A
30/06/2004,1087.979,1098.718,1087.153,1095.414,9064251,1517,14.3757,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1170.522,1177.697,1154.122,1156.172,6706400,2721,8.8883,190.4,190.4,184.5,188.1,2306725,498.4,12.1802,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
01/07/2004,1094.588,1105.327,1088.805,1088.805,6685973,1517,14.3197,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1158.222,1163.347,1142.847,1142.847,4834520,2721,8.8047,189,189.5,187.4,188,2923770,498.4,12.1999,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
02/07/2004,1093.762,1095.414,1078.892,1084.675,10216716,1517,14.3822,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1140.798,1146.947,1111.073,1130.548,3955037,2721,8.7813,190.1,195.7,188,188.6,3330230,498.4,12.3391,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
05/07/2004,1093.762,1095.414,1086.327,1091.283,3288429,1517,14.4344,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1127.473,1144.897,1126.448,1138.748,2290116,2721,8.8233,191,191.7,189.9,189.9,676730,498.4,12.3937,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
06/07/2004,1105.327,1107.805,1087.979,1092.109,9414885,1517,14.5559,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1145.922,1155.147,1115.173,1117.223,3575414,2721,8.7228,188.4,191.4,188.4,189.9,1479675,498.4,12.4885,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
07/07/2004,1101.197,1106.979,1095.414,1100.371,6960317,1517,14.7655,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1117.223,1136.698,1117.223,1124.398,4851585,2721,8.8384,190.3,194,189.5,194,2897055,498.4,12.8447,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
08/07/2004,1104.501,1123.501,1097.892,1123.501,10005163,1517,15.0929,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1121.323,1136.698,1118.248,1131.573,5565901,2721,8.9048,188,197.8,188,196.8,3660270,498.4,13.0448,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
09/07/2004,1121.023,1126.806,1112.762,1124.328,8395163,1517,15.1008,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1125.423,1147.972,1121.323,1147.972,3619953,2721,9.0319,197.5,199.2,193.3,199.2,1806165,498.4,13.2011,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
12/07/2004,1119.371,1137.545,1117.719,1123.501,5614372,1517,15.1563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1143.872,1162.322,1142.847,1147.972,2470804,2721,9.0718,199.6,202,196.4,200.3,2750285,498.4,13.3326,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
13/07/2004,1124.328,1137.545,1123.501,1132.589,3590481,1517,15.2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1157.197,1166.422,1151.047,1164.372,3814270,2721,9.155,201.3,202,198.8,200,3368970,498.4,13.2455,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
14/07/2004,1122.675,1139.197,1116.067,1135.893,7191233,1517,15.2594,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1164.372,1164.372,1144.897,1158.222,4542698,2721,9.1145,195.7,198.1,194.7,198.1,4445035,498.4,13.131,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
15/07/2004,1137.545,1155.719,1133.415,1149.937,11820222,1517,15.4031,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1153.097,1174.622,1153.097,1166.422,5466651,2721,9.1524,197.3,200.8,197.3,200,2432530,498.4,13.2184,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
16/07/2004,1150.763,1170.589,1144.98,1165.633,10584601,1517,15.7668,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1170.522,1173.597,1145.922,1165.397,7185884,2721,9.2342,199.6,202.4,194.2,201.8,5257865,498.4,13.4685,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
19/07/2004,1163.154,1169.763,1136.719,1140.024,11340778,1517,15.432,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1157.197,1165.397,1150.022,1150.022,4559089,2721,9.1192,200,201.9,195.4,200,4861185,498.4,13.3583,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
20/07/2004,1137.545,1140.85,1129.284,1133.415,5924968,1517,15.204,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1145.922,1150.022,1135.673,1148.997,3111537,2721,9.0288,194.1,200.2,194.1,195.8,2691740,498.4,12.9597,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
21/07/2004,1146.632,1155.719,1135.893,1139.197,9022368,1517,15.1184,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1155.147,1169.497,1155.147,1162.322,4344481,2721,9.036,197,198.7,195,196,1649540,498.4,12.8344,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
22/07/2004,1130.11,1130.11,1103.675,1105.327,8256907,1517,14.7568,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1152.072,1153.097,1118.248,1124.398,6594590,2721,8.7936,191.6,195.6,189.7,190,1980910,498.4,12.5161,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
23/07/2004,1110.284,1115.24,1090.457,1092.109,8999910,1517,14.4887,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1122.348,1146.947,1122.348,1127.473,6330326,2721,8.7622,190,191,186.2,187.2,3071620,498.4,12.2542,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
26/07/2004,1098.718,1106.979,1087.979,1093.762,4012226,1517,14.5573,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1127.473,1140.798,1118.248,1121.323,3305154,2721,8.7425,186.8,190.8,185.7,189.6,3210985,498.4,12.4512,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
27/07/2004,1101.197,1109.458,1095.414,1107.805,25531409,1517,14.5928,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1123.373,1136.698,1123.373,1132.598,2817503,2721,8.7397,190,192,187.1,189,3976555,498.4,12.2843,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
28/07/2004,1118.545,1130.11,1111.11,1125.154,7326574,1517,14.836,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1135.673,1164.372,1135.673,1156.172,6218843,2721,8.9304,190.1,193.8,190,193,4225385,498.4,12.5567,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
29/07/2004,1135.067,1167.285,1135.067,1165.633,50533110,1517,15.3124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1154.122,1180.772,1154.122,1173.597,3113593,2721,9.0312,194.7,201.7,194.7,197.8,5033070,498.4,12.821,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
30/07/2004,1167.285,1193.72,1161.502,1183.807,7470200,1517,15.5486,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1171.547,1208.446,1170.522,1197.171,4837204,2721,9.2111,200.4,203.6,198.1,200,4354250,498.4,12.9615,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
02/08/2004,1175.546,1175.546,1157.372,1164.807,4139541,1517,15.3993,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1199.221,1199.221,1176.672,1189.996,2626868,2721,9.2159,201,201.8,197,201,1398445,498.4,13.1116,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
03/08/2004,1164.807,1187.938,1162.328,1184.633,9253023,1517,15.6468,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1189.996,1211.521,1189.996,1208.446,4249406,2721,9.35,196,203.7,196,200.6,1576910,498.4,13.0734,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
04/08/2004,1177.198,1187.111,1166.459,1184.633,6179425,1517,15.6382,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1203.321,1218.696,1195.121,1215.621,3395807,2721,9.4004,201.1,201.1,196.4,199.3,3412135,498.4,12.9815,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
05/08/2004,1182.981,1185.459,1173.068,1178.024,4939424,1517,15.5561,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1227.92,1238.17,1209.471,1218.696,3681071,2721,9.4273,199,201.9,199,200.4,376540,498.4,13.0575,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
06/08/2004,1160.676,1163.981,1139.197,1150.763,7849132,1517,15.3459,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1216.646,1216.646,1186.921,1192.046,4408457,2721,9.312,198.6,201.9,197.1,197.5,1697075,498.4,12.9954,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3530,#N/A N/A
