,RIO LN Equity,,,,,,,GLEN LN Equity,,,,,,,AAL LN Equity,,,,,,,ANTO LN Equity,,,,,,,EVR LN Equity,,,,,,,BHP LN Equity,,,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO
12/03/2009,1672.034,1714.992,1634.86,1701.774,13095504,9221,8.3385,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1114.792,1118.773,1053.08,1099.862,10128230,4128,3.5213,515,519,481.25,511,5434153,53.9,4.1019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
13/03/2009,1738.123,1814.124,1710.035,1715.818,9444032,9221,8.4582,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1134.699,1160.578,1102.848,1109.815,6681061,4128,3.5747,525,541.5,509,513.5,6228676,53.9,4.1469,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
16/03/2009,1686.078,1743.079,1662.121,1735.645,6977563,9221,8.6208,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1128.727,1161.573,1092.894,1147.639,7656345,4128,3.7245,516.5,526,505,521.5,3722201,53.9,4.2434,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
17/03/2009,1733.992,1733.992,1586.946,1637.338,10306400,9221,8.1025,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1139.676,1159.583,1079.955,1110.811,10325077,4128,3.5917,510,528.5,485.75,507.5,5564008,53.9,4.1143,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
18/03/2009,1579.511,1610.903,1507.64,1526.64,13313758,9221,7.5213,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1134.699,1150.625,1089.908,1106.829,10251109,4128,3.563,512,523.5,488.5,497.25,2523315,53.9,4.0134,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
19/03/2009,1532.423,1719.122,1528.292,1634.86,18898360,9221,8.3739,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1129.722,1222.29,1129.722,1213.332,24393271,4128,4.0607,509,548.5,507.5,541.5,6085024,53.9,4.5438,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
20/03/2009,1593.555,1702.6,1586.12,1675.339,14396655,9221,8.5493,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1192.429,1284.997,1173.518,1284.997,18311533,4128,4.2846,536,564.5,536,549.5,7737511,53.9,4.5938,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
23/03/2009,1741.427,1904.996,1727.383,1893.43,16526609,9221,9.6956,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1335.76,1375.574,1310.876,1359.648,10053359,4128,4.5492,561,578.5,544,561,5685240,53.9,4.7062,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
24/03/2009,1909.126,1932.257,1748.036,1851.299,13022076,9221,9.6091,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1382.541,1383.537,1219.304,1269.071,11382643,4128,4.304,569.5,581.5,501.5,516,5950255,53.9,4.3877,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
25/03/2009,1813.298,1885.995,1784.385,1833.125,12502329,9221,9.3887,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1242.197,1267.081,1178.494,1213.332,14475452,4128,4.0605,515,524,499,509.5,5399572,53.9,4.275,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
26/03/2009,1876.082,1976.041,1873.604,1967.78,12073260,9221,10.0222,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1239.211,1259.118,1209.35,1246.178,7363378,4128,4.1471,516,532.5,511.5,520.5,6218243,53.9,4.343,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
27/03/2009,1919.866,2066.912,1915.735,2047.086,13147092,9221,10.3171,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1232.243,1260.113,1176.504,1189.443,9708244,4128,3.9169,518.5,528.5,504.5,516,4645256,53.9,4.2604,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
30/03/2009,1982.65,2037.172,1925.648,1930.605,9589525,9221,9.6715,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1153.611,1154.606,1072.987,1075.973,7537754,4128,3.522,504,509,477.25,478.5,4576439,53.9,3.927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
31/03/2009,1938.04,1999.998,1921.518,1941.344,10239696,9221,9.789,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1084.932,1185.462,1084.932,1180.485,7473396,4128,3.8893,484.75,508.5,481.5,504.5,5071339,53.9,4.1675,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
01/04/2009,1900.039,1966.128,1850.473,1939.692,6800428,9221,9.8429,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1150.625,1195.415,1093.89,1189.443,10362192,4128,3.9438,490,519,474,509,4189352,53.9,4.2314,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
02/04/2009,2023.129,2106.565,1984.302,2095,8671552,9221,10.8778,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1241.201,1345.713,1225.276,1333.769,10971103,4128,4.525,524,548,524,541.5,5783749,53.9,4.6061,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
03/04/2009,2056.999,2121.435,2025.607,2056.999,7595856,9221,10.753,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1326.802,1410.411,1304.904,1359.648,15381941,4128,4.6441,541,569,532,544,3800601,53.9,4.6588,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
06/04/2009,1999.172,2049.564,1803.385,1824.038,12241418,9221,9.4657,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1399.462,1432.309,1307.89,1330.783,9228600,4128,4.5124,554,568.5,527.5,531,6315554,53.9,4.5143,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
07/04/2009,1846.342,1888.474,1756.297,1784.385,7787871,9221,9.2744,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1345.713,1352.681,1253.146,1289.974,6624255,4128,4.3809,537,549.5,515,529,3784331,53.9,4.5043,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
08/04/2009,1757.123,1872.778,1753.819,1852.951,7912314,9221,9.6105,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1249.164,1314.857,1220.299,1300.922,6047661,4128,4.4087,520.5,536,515,528,3841692,53.9,4.4864,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
09/04/2009,1875.256,1973.562,1820.733,1950.432,7502649,9221,10.0632,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1326.802,1403.443,1304.904,1389.509,7185748,4128,4.6843,535.5,566,533,557,10039529,53.9,4.708,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
10/04/2009,1875.256,1973.562,1820.733,1950.432,7502649,9221,10.0632,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1326.802,1403.443,1304.904,1389.509,7185748,4128,4.6843,535.5,566,533,557,10039529,53.9,4.708,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
13/04/2009,1875.256,1973.562,1820.733,1950.432,30263,9221,10.0632,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1326.802,1403.443,1304.904,1389.509,7185748,4128,4.6843,535.5,566,533,557,10039529,53.9,4.708,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
14/04/2009,2010.737,2137.957,1983.476,2065.26,9614213,9221,10.8588,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1421.36,1453.211,1385.527,1436.29,7842266,4128,4.9344,557,596,557,590,5743317,53.9,5.082,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
15/04/2009,1986.78,2020.65,1934.736,1958.693,7842462,9221,10.3689,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1410.411,1442.262,1373.583,1391.499,7008454,4128,4.8132,579.5,588.5,550,553,5030412,53.9,4.7959,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
16/04/2009,1999.172,2075.173,1984.302,2043.781,7294465,9221,10.7531,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1373.583,1421.36,1353.676,1405.434,13638495,4128,4.8316,564,575,554,562,2863905,53.9,4.8441,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
17/04/2009,2065.26,2081.782,1966.128,1980.997,8582180,9221,10.3242,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1412.402,1416.383,1358.653,1372.588,10329644,4128,4.6741,563,567,550.5,561,3865466,53.9,4.7898,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
20/04/2009,1961.997,2015.694,1844.69,1877.734,6399777,9221,9.6338,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1353.676,1379.555,1268.076,1284.997,7991686,4128,4.3077,562.5,565.5,526.5,531.5,2701431,53.9,4.4673,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
21/04/2009,1833.125,1914.909,1819.081,1895.909,9524278,9221,9.824,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1277.034,1301.918,1232.243,1288.978,9115942,4128,4.3641,527,542.5,513.5,529.5,7271674,53.9,4.4948,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
22/04/2009,1908.3,2051.216,1869.473,2042.129,9223816,9221,10.429,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1298.932,1338.746,1254.141,1325.806,6498153,4128,4.424,530.5,545,513,534,4483262,53.9,4.4676,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
23/04/2009,2058.651,2180.088,2012.389,2123.913,9356317,9221,10.9605,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1323.816,1347.704,1298.932,1318.839,5996892,4128,4.447,526.5,546,515,533.5,4022590,53.9,4.5103,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
24/04/2009,2139.609,2225.524,2105.739,2225.524,5536874,9221,11.5374,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1331.778,1415.388,1320.829,1415.388,8780979,4128,4.7944,538.5,562.5,531,558,4807637,53.9,4.739,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
27/04/2009,2155.305,2238.742,2118.131,2218.915,5740948,9221,11.4852,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1378.56,1416.383,1343.722,1414.392,6187754,4128,4.7835,547.5,557,535,553.5,2851836,53.9,4.6934,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
28/04/2009,2160.262,2161.088,2047.086,2080.13,5992166,9221,10.7235,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1375.574,1377.564,1307.89,1335.76,6499476,4128,4.4994,541.5,542.5,521.5,535,4483047,53.9,4.5183,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
29/04/2009,2122.261,2228.829,2105.739,2214.785,5558439,9221,11.5536,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1338.746,1435.295,1337.75,1435.295,10309485,4128,4.8922,536,557,532.5,553,4705706,53.9,4.7259,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
30/04/2009,2253.612,2308.135,2226.35,2291.612,5001984,9221,11.939,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1433.304,1521.89,1433.304,1477.099,10952578,4128,5.0283,559,596,557.5,590,6006541,53.9,5.0357,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
01/05/2009,2286.656,2356.049,2255.264,2354.396,2838115,9221,12.3541,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1437.285,1483.072,1437.285,1477.099,2048727,4128,5.0643,598,625,589,618,2574530,53.9,5.3125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
04/05/2009,2286.656,2356.049,2255.264,2354.396,121050,9221,12.3541,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1437.285,1483.072,1437.285,1477.099,2048727,4128,5.0643,598,625,589,618,2574530,53.9,5.3125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
05/05/2009,2478.312,2560.922,2389.093,2420.485,11332769,9221,12.9006,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1537.816,1589.574,1518.904,1528.858,9292934,4128,5.3242,659.5,677,637,645,7175697,53.9,5.6318,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
06/05/2009,2397.354,2485.747,2370.092,2445.268,7453971,9221,13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1511.937,1583.602,1505.965,1559.713,6631523,4128,5.418,608,616,593.5,603.5,6233721,53.9,5.2562,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
07/05/2009,2518.791,2637.75,2470.877,2494.008,8818767,9221,13.1958,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1584.597,1639.341,1534.83,1540.802,10877044,4128,5.3268,615.5,620,585,597,4985256,53.9,5.1747,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
08/05/2009,2561.749,2584.879,2460.964,2477.486,9270461,9221,13.2097,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1566.681,1630.383,1540.802,1617.444,7492474,4128,5.635,603.5,644,600.5,638.5,5654457,53.9,5.5773,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
11/05/2009,2444.442,2503.095,2417.18,2486.573,7838616,9221,13.273,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1621.425,1623.416,1549.76,1594.551,6138624,4128,5.5615,630,632.5,614,620,5542978,53.9,5.4217,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
12/05/2009,2455.181,2500.617,2301.526,2313.917,10375294,9221,12.4265,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1581.611,1589.574,1529.853,1547.769,5977223,4128,5.4311,617.5,627.5,591.5,598,6446439,53.9,5.2611,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
13/05/2009,2304.004,2304.004,2050.39,2067.738,15519017,9221,11.0512,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1562.7,1582.606,1455.202,1465.155,9038723,4128,5.1166,598,601.5,552,555,5093045,53.9,4.8594,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
14/05/2009,2035.52,2143.74,1989.258,2142.914,14681551,9221,11.4817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1458.188,1471.127,1409.416,1436.29,8170232,4128,5.0283,552,561,533,551.5,4877210,53.9,4.8409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
15/05/2009,2208.176,2267.655,2148.697,2200.741,10289835,9221,11.7838,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1460.178,1508.951,1419.369,1458.188,7240316,4128,5.1016,559,592.5,555.5,570.5,5052233,53.9,5.0044,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
18/05/2009,2131.348,2192.48,2074.347,2190.002,6298208,9221,11.8383,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1412.402,1491.034,1401.453,1481.081,5614515,4128,5.2312,560.5,589.5,548,584.5,3160847,53.9,5.1761,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
19/05/2009,2255.264,2317.222,2242.872,2267.655,8628751,9221,12.3692,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1516.913,1592.56,1510.941,1592.56,8864756,4128,5.676,595.5,617,594,605.5,3244334,53.9,5.4107,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
20/05/2009,2313.091,2371.745,2276.743,2365.962,7818692,9221,13.0789,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1585.593,1637.351,1564.69,1616.448,7589711,4128,5.8386,608,633.5,607,620,2984869,53.9,5.6148,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
21/05/2009,2317.222,2368.44,2190.002,2194.958,6701521,9221,12.2877,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1587.583,1596.541,1540.802,1572.653,10599425,4128,5.7525,612,612,574.5,576,3440740,53.9,5.2826,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
22/05/2009,2275.917,2327.135,2240.394,2287.482,5276929,9221,12.8403,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1603.509,1628.393,1577.63,1617.444,7136116,4128,5.9324,570,603,562,591.5,4918963,53.9,5.4394,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
