,GBPUSD BGN Curncy,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
02/01/2002,1.4534,1.4559,1.4427,1.4468
03/01/2002,1.4468,1.4487,1.4363,1.4385
04/01/2002,1.4384,1.4474,1.4378,1.4473
07/01/2002,1.4472,1.4479,1.4344,1.4404
08/01/2002,1.4404,1.4439,1.4374,1.4394
09/01/2002,1.4398,1.4434,1.4339,1.4374
10/01/2002,1.4374,1.4464,1.437,1.4391
11/01/2002,1.4393,1.4497,1.4373,1.4486
14/01/2002,1.4496,1.4519,1.4472,1.4495
15/01/2002,1.4492,1.4503,1.4392,1.4411
16/01/2002,1.4411,1.442,1.4347,1.4372
17/01/2002,1.4374,1.4392,1.4304,1.4357
18/01/2002,1.4353,1.4393,1.4321,1.4383
21/01/2002,1.4373,1.442,1.4344,1.4358
22/01/2002,1.4356,1.4363,1.4265,1.4289
23/01/2002,1.429,1.4342,1.422,1.4253
24/01/2002,1.4248,1.4271,1.4201,1.4258
25/01/2002,1.426,1.4261,1.4062,1.4082
28/01/2002,1.4094,1.4117,1.4045,1.4095
29/01/2002,1.4094,1.4149,1.4044,1.4139
30/01/2002,1.4141,1.4182,1.4104,1.4142
31/01/2002,1.4141,1.4157,1.409,1.4108
01/02/2002,1.4107,1.4183,1.4063,1.4162
04/02/2002,1.4144,1.4238,1.4138,1.4233
05/02/2002,1.423,1.4247,1.4128,1.4157
06/02/2002,1.4154,1.4163,1.411,1.4124
07/02/2002,1.4121,1.4151,1.4067,1.414
08/02/2002,1.4139,1.4188,1.4108,1.415
11/02/2002,1.4133,1.425,1.4132,1.4218
12/02/2002,1.4223,1.435,1.4217,1.4327
13/02/2002,1.4336,1.4359,1.4277,1.4287
14/02/2002,1.4285,1.4316,1.4254,1.431
15/02/2002,1.4304,1.4335,1.4267,1.432
18/02/2002,1.432,1.4341,1.4277,1.4282
19/02/2002,1.4285,1.4336,1.4224,1.4314
20/02/2002,1.4315,1.4328,1.4264,1.4273
21/02/2002,1.4272,1.4291,1.4238,1.4264
22/02/2002,1.4266,1.4345,1.4243,1.4327
25/02/2002,1.4317,1.4328,1.4239,1.4251
26/02/2002,1.4252,1.4281,1.4142,1.4171
27/02/2002,1.4169,1.4215,1.4147,1.4192
28/02/2002,1.419,1.42,1.4111,1.4174
01/03/2002,1.4174,1.4234,1.415,1.4177
04/03/2002,1.4188,1.425,1.4161,1.4231
05/03/2002,1.4228,1.4254,1.4175,1.4243
06/03/2002,1.4239,1.4257,1.4202,1.4228
07/03/2002,1.4226,1.4308,1.4185,1.4283
08/03/2002,1.4278,1.4281,1.419,1.423
11/03/2002,1.421,1.4228,1.4183,1.4198
12/03/2002,1.4206,1.4209,1.4089,1.4152
13/03/2002,1.4153,1.4177,1.4092,1.4151
14/03/2002,1.4152,1.4226,1.4144,1.4202
15/03/2002,1.4202,1.427,1.42,1.4248
18/03/2002,1.4231,1.4275,1.4208,1.4267
19/03/2002,1.4267,1.4299,1.4206,1.4241
20/03/2002,1.4238,1.4295,1.4199,1.4285
21/03/2002,1.4284,1.4325,1.4234,1.4264
22/03/2002,1.4261,1.4284,1.4233,1.4258
25/03/2002,1.4249,1.4282,1.4224,1.426
26/03/2002,1.4263,1.4285,1.4227,1.4257
27/03/2002,1.4257,1.4275,1.4214,1.4248
28/03/2002,1.4245,1.4273,1.4222,1.4251
29/03/2002,1.4252,1.4267,1.4233,1.4259
01/04/2002,1.4255,1.4429,1.4248,1.4412
02/04/2002,1.4409,1.4422,1.4353,1.4358
03/04/2002,1.4355,1.4386,1.4338,1.4361
04/04/2002,1.4363,1.4399,1.4326,1.4341
05/04/2002,1.4338,1.4378,1.432,1.4321
08/04/2002,1.4314,1.4359,1.4289,1.4308
09/04/2002,1.4308,1.4375,1.43,1.4369
10/04/2002,1.437,1.4389,1.4356,1.4364
11/04/2002,1.4359,1.4403,1.4337,1.4385
12/04/2002,1.4388,1.4388,1.4353,1.4372
15/04/2002,1.4365,1.4389,1.4346,1.4375
16/04/2002,1.437,1.4411,1.436,1.4405
17/04/2002,1.4406,1.4465,1.4388,1.4455
18/04/2002,1.4458,1.4492,1.4439,1.4479
19/04/2002,1.4478,1.45,1.4456,1.4476
22/04/2002,1.4466,1.4514,1.4459,1.451
23/04/2002,1.4507,1.4515,1.4464,1.4474
24/04/2002,1.4472,1.4508,1.4456,1.4494
25/04/2002,1.4496,1.4562,1.449,1.4552
26/04/2002,1.4556,1.4584,1.4507,1.4582
29/04/2002,1.4571,1.4634,1.4564,1.459
30/04/2002,1.4589,1.4595,1.4554,1.458
01/05/2002,1.4577,1.4663,1.455,1.4656
02/05/2002,1.4654,1.4678,1.4612,1.4633
03/05/2002,1.4633,1.4703,1.46,1.469
06/05/2002,1.468,1.4697,1.4663,1.4685
07/05/2002,1.4688,1.4695,1.4633,1.4675
08/05/2002,1.4674,1.4675,1.4534,1.4564
09/05/2002,1.4565,1.462,1.4553,1.46
10/05/2002,1.4603,1.4654,1.4586,1.4641
13/05/2002,1.4634,1.4649,1.4557,1.4572
14/05/2002,1.4575,1.4583,1.4468,1.4503
15/05/2002,1.4503,1.4611,1.4475,1.4604
16/05/2002,1.4603,1.4612,1.4544,1.4559
17/05/2002,1.4556,1.4624,1.4551,1.4579
20/05/2002,1.4592,1.4629,1.4573,1.4579
21/05/2002,1.4582,1.4613,1.4536,1.4599
22/05/2002,1.46,1.4633,1.4571,1.4593
23/05/2002,1.4591,1.4617,1.4512,1.4549
24/05/2002,1.4541,1.4594,1.4511,1.4581
27/05/2002,1.4568,1.4589,1.4542,1.4568
28/05/2002,1.4566,1.4636,1.4556,1.4593
29/05/2002,1.4591,1.4631,1.4572,1.4629
30/05/2002,1.4627,1.4685,1.4617,1.4654
31/05/2002,1.4655,1.4677,1.4538,1.4553
03/06/2002,1.4574,1.4634,1.455,1.4634
04/06/2002,1.4633,1.4664,1.4579,1.4583
05/06/2002,1.4581,1.4604,1.4537,1.4588
06/06/2002,1.4591,1.461,1.4543,1.4603
07/06/2002,1.4606,1.4629,1.4582,1.4596
10/06/2002,1.4595,1.4631,1.4552,1.4605
11/06/2002,1.4607,1.4733,1.4597,1.4718
12/06/2002,1.4718,1.4755,1.4682,1.4708
13/06/2002,1.471,1.474,1.4686,1.4723
14/06/2002,1.4722,1.48,1.4703,1.4774
17/06/2002,1.4765,1.48,1.4752,1.4797
18/06/2002,1.4798,1.4931,1.4785,1.491
19/06/2002,1.4909,1.4948,1.4876,1.4922
20/06/2002,1.4923,1.5011,1.4889,1.4985
21/06/2002,1.4988,1.5017,1.4953,1.4976
24/06/2002,1.4965,1.5082,1.495,1.5013
25/06/2002,1.5013,1.5088,1.4983,1.5083
26/06/2002,1.5087,1.5313,1.508,1.526
27/06/2002,1.5262,1.53,1.5175,1.5288
28/06/2002,1.529,1.538,1.5222,1.5335
01/07/2002,1.5326,1.5346,1.5287,1.533
02/07/2002,1.5327,1.5363,1.5233,1.5358
03/07/2002,1.5358,1.5362,1.5228,1.5271
04/07/2002,1.5271,1.5278,1.5234,1.526
05/07/2002,1.526,1.5269,1.5153,1.5222
08/07/2002,1.5244,1.5454,1.5233,1.5439
09/07/2002,1.5438,1.5494,1.5402,1.5484
10/07/2002,1.5485,1.5528,1.5452,1.5484
11/07/2002,1.5478,1.5581,1.542,1.5531
12/07/2002,1.5532,1.5543,1.5471,1.5543
15/07/2002,1.5513,1.5734,1.551,1.5692
16/07/2002,1.5695,1.5781,1.5687,1.5758
17/07/2002,1.5754,1.5773,1.5625,1.5712
18/07/2002,1.5714,1.5741,1.5622,1.574
19/07/2002,1.5737,1.5846,1.5726,1.5771
22/07/2002,1.5756,1.5817,1.5718,1.5794
23/07/2002,1.5797,1.5799,1.5557,1.5625
24/07/2002,1.5623,1.5776,1.5593,1.5728
25/07/2002,1.573,1.5863,1.5709,1.5844
26/07/2002,1.5843,1.5847,1.5619,1.5657
29/07/2002,1.564,1.5684,1.557,1.5643
30/07/2002,1.5642,1.5743,1.5608,1.5725
31/07/2002,1.5723,1.5733,1.5567,1.5637
01/08/2002,1.5642,1.565,1.5474,1.5612
02/08/2002,1.5615,1.5724,1.5601,1.57
05/08/2002,1.5693,1.571,1.5599,1.5599
06/08/2002,1.5599,1.561,1.5345,1.5371
07/08/2002,1.537,1.5424,1.5316,1.5395
08/08/2002,1.5396,1.5418,1.5252,1.5318
09/08/2002,1.5316,1.5364,1.5211,1.5246
12/08/2002,1.5235,1.5333,1.5228,1.5315
13/08/2002,1.5316,1.5383,1.5252,1.5373
14/08/2002,1.5369,1.5469,1.5351,1.5357
15/08/2002,1.5358,1.5406,1.5302,1.5358
16/08/2002,1.5358,1.5395,1.5323,1.5392
19/08/2002,1.539,1.5444,1.5249,1.5267
20/08/2002,1.5269,1.5305,1.5222,1.5289
21/08/2002,1.5288,1.5344,1.5216,1.5321
22/08/2002,1.532,1.532,1.5178,1.5212
23/08/2002,1.5213,1.5232,1.5164,1.5201
26/08/2002,1.5206,1.5245,1.5185,1.5216
27/08/2002,1.5216,1.5353,1.5199,1.5348
28/08/2002,1.5336,1.5375,1.5312,1.5329
29/08/2002,1.5329,1.5501,1.5323,1.5476
30/08/2002,1.5471,1.5546,1.5453,1.5505
02/09/2002,1.5493,1.5519,1.5466,1.5481
03/09/2002,1.5495,1.5658,1.5486,1.5657
04/09/2002,1.5658,1.5671,1.5607,1.5642
05/09/2002,1.5644,1.5728,1.5632,1.5653
06/09/2002,1.5651,1.5707,1.5566,1.5603
09/09/2002,1.5581,1.5618,1.5555,1.5567
10/09/2002,1.5567,1.5615,1.5517,1.5554
11/09/2002,1.5553,1.5578,1.5475,1.5539
12/09/2002,1.5542,1.562,1.5517,1.5608
13/09/2002,1.5612,1.5653,1.5499,1.5519
16/09/2002,1.5511,1.5525,1.54,1.541
17/09/2002,1.541,1.5422,1.541,1.5415
18/09/2002,1.5412,1.5529,1.5358,1.5499
19/09/2002,1.5497,1.5593,1.5487,1.5575
20/09/2002,1.5576,1.5591,1.5459,1.5546
23/09/2002,1.5539,1.5613,1.5486,1.5507
24/09/2002,1.5504,1.5605,1.5484,1.5599
25/09/2002,1.5602,1.5668,1.5567,1.5572
26/09/2002,1.5572,1.5617,1.5551,1.5587
27/09/2002,1.5586,1.5615,1.5521,1.5609
30/09/2002,1.5609,1.5741,1.5589,1.5684
01/10/2002,1.5683,1.5763,1.5655,1.5656
02/10/2002,1.5656,1.57,1.561,1.57
03/10/2002,1.5697,1.5729,1.5672,1.5705
04/10/2002,1.5707,1.5709,1.5643,1.5654
07/10/2002,1.5644,1.5672,1.5626,1.566
08/10/2002,1.5656,1.5692,1.5525,1.5534
09/10/2002,1.5533,1.5659,1.5508,1.5647
10/10/2002,1.5648,1.5685,1.5616,1.5643
11/10/2002,1.5639,1.5655,1.5584,1.5615
14/10/2002,1.5625,1.564,1.5556,1.5578
15/10/2002,1.5575,1.5581,1.5488,1.5531
16/10/2002,1.5529,1.5558,1.5498,1.5536
17/10/2002,1.5536,1.5577,1.5496,1.55
18/10/2002,1.5501,1.5517,1.5434,1.5457
21/10/2002,1.5462,1.5513,1.5415,1.5432
22/10/2002,1.5431,1.5495,1.5415,1.5458
23/10/2002,1.5459,1.5505,1.5428,1.5478
24/10/2002,1.548,1.555,1.545,1.5547
25/10/2002,1.5545,1.5564,1.5504,1.5507
28/10/2002,1.5479,1.562,1.5452,1.5593
29/10/2002,1.5592,1.5608,1.5549,1.5565
30/10/2002,1.5567,1.5586,1.5552,1.5577
31/10/2002,1.5579,1.5657,1.5558,1.5651
01/11/2002,1.5645,1.5673,1.5611,1.5646
04/11/2002,1.5641,1.5652,1.5529,1.557
05/11/2002,1.5574,1.5669,1.5557,1.5626
06/11/2002,1.5623,1.5656,1.5563,1.564
07/11/2002,1.5638,1.5815,1.5627,1.58
08/11/2002,1.5795,1.5927,1.5785,1.5917
11/11/2002,1.59,1.5968,1.5859,1.5878
12/11/2002,1.5875,1.5923,1.5838,1.5901
13/11/2002,1.5898,1.59,1.5845,1.5863
14/11/2002,1.5863,1.5894,1.5782,1.5785
15/11/2002,1.5786,1.5818,1.5733,1.5803
18/11/2002,1.5807,1.5829,1.5778,1.5813
19/11/2002,1.5813,1.5912,1.5777,1.5798
20/11/2002,1.5794,1.581,1.571,1.5716
21/11/2002,1.5721,1.5823,1.5711,1.5821
22/11/2002,1.582,1.5844,1.5777,1.5803
25/11/2002,1.5781,1.5783,1.5631,1.5651
26/11/2002,1.565,1.5664,1.5459,1.5522
27/11/2002,1.5521,1.5539,1.5416,1.5464
28/11/2002,1.5466,1.5546,1.5455,1.5503
29/11/2002,1.55,1.5581,1.5473,1.5575
02/12/2002,1.5567,1.5591,1.5453,1.5586
03/12/2002,1.5582,1.5717,1.5555,1.5712
04/12/2002,1.571,1.576,1.5679,1.5702
05/12/2002,1.5703,1.5737,1.5663,1.5698
06/12/2002,1.5699,1.5786,1.5683,1.5765
09/12/2002,1.5783,1.5814,1.5755,1.5813
10/12/2002,1.5814,1.5836,1.5687,1.5712
11/12/2002,1.5714,1.578,1.5689,1.5774
12/12/2002,1.5772,1.5822,1.5729,1.5817
13/12/2002,1.5814,1.5907,1.5777,1.5902
16/12/2002,1.5895,1.5937,1.5867,1.591
17/12/2002,1.5906,1.6017,1.5896,1.5986
18/12/2002,1.5987,1.6044,1.5956,1.604
19/12/2002,1.6037,1.6062,1.5985,1.603
20/12/2002,1.6029,1.6048,1.6007,1.6032
23/12/2002,1.6023,1.606,1.5871,1.5942
24/12/2002,1.5941,1.5969,1.59,1.5935
25/12/2002,1.5947,1.5985,1.5927,1.5957
26/12/2002,1.5955,1.6007,1.5948,1.6005
27/12/2002,1.6008,1.6043,1.5993,1.6039
30/12/2002,1.6031,1.6059,1.6014,1.6027
31/12/2002,1.6028,1.6133,1.601,1.61
01/01/2003,1.61,1.61,1.61,1.61
02/01/2003,1.61,1.6109,1.5919,1.594
03/01/2003,1.5946,1.6113,1.591,1.6113
06/01/2003,1.6089,1.6158,1.6066,1.6087
07/01/2003,1.6083,1.6085,1.6022,1.6042
08/01/2003,1.6043,1.6149,1.5967,1.6135
09/01/2003,1.6132,1.6162,1.6029,1.6078
10/01/2003,1.6072,1.6143,1.6044,1.6076
13/01/2003,1.6087,1.6098,1.5993,1.6002
14/01/2003,1.6,1.6115,1.5989,1.6048
15/01/2003,1.605,1.6071,1.596,1.6056
16/01/2003,1.6055,1.6147,1.602,1.6112
17/01/2003,1.6115,1.6196,1.6088,1.6131
20/01/2003,1.6117,1.6127,1.604,1.6082
21/01/2003,1.6078,1.6185,1.6021,1.617
22/01/2003,1.6164,1.6214,1.6094,1.6213
23/01/2003,1.6211,1.6239,1.6153,1.6224
24/01/2003,1.6218,1.6355,1.621,1.6333
27/01/2003,1.6342,1.6409,1.6286,1.6368
28/01/2003,1.6361,1.6416,1.6308,1.6394
29/01/2003,1.6387,1.6492,1.6387,1.6478
30/01/2003,1.6471,1.6557,1.6401,1.6552
31/01/2003,1.6551,1.657,1.6425,1.6463
03/02/2003,1.6476,1.648,1.6364,1.6442
04/02/2003,1.644,1.65,1.6417,1.6497
05/02/2003,1.6494,1.6536,1.6389,1.6405
06/02/2003,1.6409,1.6477,1.6345,1.6383
07/02/2003,1.6377,1.6388,1.6231,1.6319
10/02/2003,1.6315,1.6354,1.6253,1.626
11/02/2003,1.6256,1.627,1.6144,1.6192
12/02/2003,1.6191,1.622,1.6132,1.6162
13/02/2003,1.6159,1.624,1.6153,1.6197
14/02/2003,1.6196,1.623,1.6102,1.6155
17/02/2003,1.6115,1.6126,1.5952,1.5974
18/02/2003,1.5992,1.6036,1.5902,1.5912
19/02/2003,1.5913,1.5982,1.5898,1.5961
20/02/2003,1.5962,1.6018,1.5911,1.5932
21/02/2003,1.5932,1.5975,1.5777,1.579
24/02/2003,1.576,1.588,1.5744,1.5875
25/02/2003,1.5874,1.5888,1.5708,1.5741
26/02/2003,1.574,1.5848,1.5719,1.5836
27/02/2003,1.5835,1.5871,1.5762,1.5789
28/02/2003,1.5788,1.5836,1.5724,1.5724
03/03/2003,1.5725,1.5809,1.5717,1.5787
04/03/2003,1.5788,1.5854,1.5787,1.5837
05/03/2003,1.5833,1.6041,1.5833,1.603
06/03/2003,1.6024,1.6064,1.5988,1.6017
07/03/2003,1.6016,1.6093,1.5963,1.6033
10/03/2003,1.6023,1.6038,1.5932,1.6019
11/03/2003,1.6021,1.6087,1.598,1.6071
12/03/2003,1.6067,1.6157,1.6049,1.6125
13/03/2003,1.612,1.6126,1.5988,1.5997
14/03/2003,1.5997,1.6026,1.5794,1.5836
17/03/2003,1.5878,1.5907,1.5666,1.5701
18/03/2003,1.57,1.5706,1.5608,1.5667
19/03/2003,1.5663,1.5678,1.5539,1.565
20/03/2003,1.5637,1.5698,1.5625,1.5666
21/03/2003,1.5663,1.5693,1.5593,1.5624
24/03/2003,1.5656,1.5774,1.5641,1.5749
25/03/2003,1.5751,1.5796,1.5687,1.5754
26/03/2003,1.5753,1.5765,1.5703,1.5743
27/03/2003,1.5742,1.5788,1.5631,1.5645
28/03/2003,1.5645,1.5782,1.5613,1.574
31/03/2003,1.5743,1.584,1.573,1.5827
01/04/2003,1.5825,1.5835,1.572,1.5781
02/04/2003,1.5777,1.5819,1.5645,1.5675
03/04/2003,1.5677,1.5736,1.5596,1.573
04/04/2003,1.5731,1.5735,1.5593,1.5611
07/04/2003,1.5555,1.5589,1.5463,1.5545
08/04/2003,1.5546,1.5564,1.5495,1.5541
09/04/2003,1.5541,1.564,1.5505,1.5635
10/04/2003,1.5635,1.5742,1.5623,1.5721
11/04/2003,1.5722,1.5731,1.5662,1.5705
14/04/2003,1.5701,1.5768,1.5683,1.5732
15/04/2003,1.5732,1.5742,1.5674,1.5707
16/04/2003,1.5705,1.5809,1.5688,1.5805
17/04/2003,1.5804,1.5845,1.5701,1.5707
18/04/2003,1.5706,1.5759,1.5706,1.5711
21/04/2003,1.5717,1.5756,1.5588,1.5624
22/04/2003,1.5626,1.5802,1.5598,1.578
23/04/2003,1.5777,1.5883,1.572,1.586
24/04/2003,1.5861,1.5979,1.5836,1.5938
25/04/2003,1.5936,1.5957,1.5867,1.5915
28/04/2003,1.5933,1.5983,1.5874,1.5885
29/04/2003,1.5881,1.595,1.5856,1.5948
30/04/2003,1.5948,1.6029,1.5911,1.5985
01/05/2003,1.5986,1.6134,1.5976,1.6111
02/05/2003,1.6108,1.6119,1.6011,1.6038
05/05/2003,1.604,1.6074,1.6021,1.606
06/05/2003,1.6055,1.6187,1.6051,1.6157
07/05/2003,1.6149,1.6159,1.5907,1.5967
08/05/2003,1.5971,1.6078,1.5924,1.602
09/05/2003,1.602,1.6093,1.6001,1.6053
12/05/2003,1.6086,1.6145,1.6043,1.6109
13/05/2003,1.6106,1.6118,1.6046,1.6103
14/05/2003,1.61,1.6211,1.6065,1.6181
15/05/2003,1.6178,1.6278,1.6128,1.622
16/05/2003,1.6215,1.6293,1.6184,1.6215
19/05/2003,1.6288,1.6379,1.6253,1.6328
20/05/2003,1.6341,1.6437,1.6308,1.6413
21/05/2003,1.6412,1.6468,1.6331,1.6338
22/05/2003,1.6336,1.6396,1.6318,1.6337
23/05/2003,1.6338,1.645,1.6311,1.6354
26/05/2003,1.6337,1.6417,1.6329,1.6385
27/05/2003,1.6386,1.6471,1.6374,1.6396
28/05/2003,1.6394,1.6439,1.631,1.6394
29/05/2003,1.6393,1.6547,1.632,1.6543
30/05/2003,1.6542,1.6546,1.6333,1.6364
02/06/2003,1.6259,1.6398,1.6254,1.6376
03/06/2003,1.6378,1.6426,1.6241,1.6291
04/06/2003,1.6287,1.6346,1.6276,1.6307
05/06/2003,1.6303,1.6622,1.6288,1.6607
06/06/2003,1.6606,1.6709,1.6536,1.6623
09/06/2003,1.6583,1.6657,1.6431,1.6454
10/06/2003,1.6458,1.658,1.642,1.6519
11/06/2003,1.6518,1.67,1.6499,1.6657
12/06/2003,1.666,1.6792,1.6657,1.6686
13/06/2003,1.6682,1.675,1.6635,1.6724
16/06/2003,1.6738,1.6887,1.6712,1.6772
17/06/2003,1.6771,1.6904,1.6768,1.6853
18/06/2003,1.685,1.6866,1.6753,1.6792
19/06/2003,1.6795,1.6808,1.6691,1.6785
20/06/2003,1.6787,1.6823,1.6585,1.6642
23/06/2003,1.6607,1.6698,1.6554,1.668
24/06/2003,1.6677,1.6708,1.659,1.6633
25/06/2003,1.6633,1.6799,1.6612,1.6722
26/06/2003,1.6723,1.6742,1.6596,1.6615
27/06/2003,1.6614,1.6632,1.6454,1.6495
30/06/2003,1.6495,1.6573,1.6454,1.6546
01/07/2003,1.6547,1.6654,1.6518,1.6625
02/07/2003,1.6624,1.6672,1.6603,1.666
03/07/2003,1.666,1.6745,1.66,1.6691
04/07/2003,1.6691,1.6717,1.6652,1.6663
07/07/2003,1.6668,1.6677,1.6474,1.6482
08/07/2003,1.6481,1.6499,1.632,1.6354
09/07/2003,1.6352,1.6389,1.6276,1.6372
10/07/2003,1.6372,1.6378,1.6218,1.6346
11/07/2003,1.6345,1.6382,1.6296,1.6307
14/07/2003,1.6306,1.6308,1.612,1.612
15/07/2003,1.6119,1.6139,1.5902,1.5912
16/07/2003,1.5911,1.5972,1.5854,1.5965
17/07/2003,1.5963,1.5994,1.5844,1.5972
18/07/2003,1.5974,1.5984,1.5825,1.5906
21/07/2003,1.58,1.6024,1.5781,1.6009
22/07/2003,1.6009,1.6053,1.5949,1.5963
23/07/2003,1.5963,1.6101,1.5928,1.6073
24/07/2003,1.6073,1.6174,1.6059,1.6167
25/07/2003,1.6167,1.6243,1.6115,1.6215
28/07/2003,1.619,1.6293,1.6177,1.6252
29/07/2003,1.6252,1.631,1.6211,1.6237
30/07/2003,1.6238,1.6255,1.6148,1.6161
31/07/2003,1.6161,1.6173,1.6051,1.6108
01/08/2003,1.6107,1.6123,1.6001,1.6114
04/08/2003,1.611,1.6154,1.6064,1.6116
05/08/2003,1.6118,1.6163,1.6022,1.6155
06/08/2003,1.6157,1.6194,1.6034,1.6095
07/08/2003,1.6102,1.619,1.6054,1.6182
08/08/2003,1.6184,1.6189,1.6011,1.6031
11/08/2003,1.6027,1.6105,1.5984,1.6086
12/08/2003,1.6085,1.6094,1.599,1.6025
13/08/2003,1.6024,1.6099,1.5966,1.608
14/08/2003,1.608,1.6138,1.5986,1.6021
15/08/2003,1.6018,1.604,1.5927,1.5962
18/08/2003,1.5966,1.5987,1.5874,1.5908
19/08/2003,1.5907,1.5915,1.5811,1.5875
20/08/2003,1.5874,1.597,1.5856,1.5942
21/08/2003,1.5941,1.5944,1.5749,1.5787
22/08/2003,1.5782,1.5797,1.5701,1.575
25/08/2003,1.5733,1.5792,1.5687,1.5713
26/08/2003,1.5712,1.5746,1.5621,1.5684
27/08/2003,1.5684,1.5752,1.5671,1.572
28/08/2003,1.5718,1.5787,1.5652,1.5779
29/08/2003,1.5779,1.5828,1.5725,1.5777
01/09/2003,1.579,1.5813,1.5683,1.5707
02/09/2003,1.5707,1.5748,1.562,1.5674
03/09/2003,1.5673,1.5765,1.561,1.5707
04/09/2003,1.5707,1.5826,1.5669,1.5824
05/09/2003,1.5825,1.591,1.578,1.5883
08/09/2003,1.5901,1.5905,1.5823,1.5829
09/09/2003,1.583,1.5929,1.5783,1.5906
10/09/2003,1.5905,1.5947,1.5878,1.5921
11/09/2003,1.5921,1.5978,1.59,1.5954
12/09/2003,1.5954,1.607,1.591,1.603
15/09/2003,1.6056,1.6077,1.6002,1.6011
16/09/2003,1.6008,1.6058,1.5852,1.5873
17/09/2003,1.5873,1.61,1.5862,1.6095
18/09/2003,1.6095,1.6216,1.6067,1.6173
19/09/2003,1.6173,1.6379,1.6143,1.6372
22/09/2003,1.6467,1.655,1.6415,1.6498
23/09/2003,1.6498,1.659,1.6459,1.6511
24/09/2003,1.6511,1.6604,1.6473,1.6593
25/09/2003,1.6594,1.6632,1.6527,1.6592
26/09/2003,1.6591,1.6627,1.6559,1.6592
29/09/2003,1.6574,1.6673,1.6452,1.6669
30/09/2003,1.6668,1.6761,1.6585,1.6618
01/10/2003,1.6618,1.6696,1.6534,1.6686
02/10/2003,1.6689,1.6752,1.6641,1.6707
03/10/2003,1.6707,1.6737,1.6588,1.6638
06/10/2003,1.6612,1.6757,1.6583,1.6695
07/10/2003,1.6696,1.6779,1.6611,1.6624
08/10/2003,1.6624,1.6673,1.6588,1.6627
09/10/2003,1.6626,1.6695,1.6564,1.6661
10/10/2003,1.6659,1.6729,1.6605,1.6637
13/10/2003,1.6644,1.6685,1.6536,1.6665
14/10/2003,1.6664,1.6769,1.6539,1.6717
15/10/2003,1.6718,1.6766,1.664,1.6675
16/10/2003,1.6678,1.6819,1.666,1.6729
17/10/2003,1.6728,1.679,1.6676,1.6786
20/10/2003,1.6777,1.6814,1.67,1.6708
21/10/2003,1.6708,1.6776,1.6688,1.6748
22/10/2003,1.6746,1.6945,1.6733,1.6913
23/10/2003,1.6912,1.6969,1.6892,1.6951
24/10/2003,1.695,1.7001,1.6933,1.6953
27/10/2003,1.695,1.6978,1.6909,1.6946
28/10/2003,1.6946,1.7001,1.6875,1.6967
29/10/2003,1.6967,1.7078,1.6961,1.6979
30/10/2003,1.6978,1.7073,1.695,1.6954
31/10/2003,1.6953,1.6998,1.6907,1.6957
03/11/2003,1.6961,1.6979,1.6757,1.6761
04/11/2003,1.6758,1.6846,1.6675,1.6805
05/11/2003,1.6803,1.6872,1.6702,1.6743
06/11/2003,1.6743,1.6783,1.6643,1.6679
07/11/2003,1.6679,1.6762,1.6568,1.6762
10/11/2003,1.6742,1.6756,1.6699,1.6707
11/11/2003,1.6706,1.6742,1.6637,1.6653
12/11/2003,1.6653,1.6786,1.6646,1.6738
13/11/2003,1.6738,1.6889,1.6736,1.6872
14/11/2003,1.6873,1.691,1.6825,1.688
17/11/2003,1.688,1.6942,1.6863,1.692
18/11/2003,1.692,1.7059,1.6861,1.7043
19/11/2003,1.7043,1.7055,1.6946,1.6973
20/11/2003,1.6973,1.7088,1.6963,1.7045
21/11/2003,1.7045,1.7069,1.6997,1.7045
24/11/2003,1.7051,1.7061,1.6929,1.6967
25/11/2003,1.6968,1.7028,1.6937,1.6988
26/11/2003,1.6988,1.713,1.6949,1.7124
27/11/2003,1.7125,1.7158,1.709,1.7138
28/11/2003,1.7137,1.7244,1.7133,1.7222
01/12/2003,1.7203,1.7277,1.7181,1.7202
02/12/2003,1.7202,1.7318,1.7168,1.7299
03/12/2003,1.7298,1.7326,1.7249,1.7283
04/12/2003,1.7282,1.7293,1.7177,1.7221
05/12/2003,1.722,1.7318,1.7195,1.7296
08/12/2003,1.7301,1.7364,1.7269,1.7334
09/12/2003,1.7334,1.7475,1.7326,1.7465
10/12/2003,1.7464,1.748,1.7352,1.743
11/12/2003,1.7429,1.7474,1.7375,1.7457
12/12/2003,1.7467,1.7512,1.743,1.7459
15/12/2003,1.7361,1.7481,1.7357,1.7474
16/12/2003,1.7473,1.7559,1.7434,1.7553
17/12/2003,1.7553,1.7698,1.7496,1.7663
18/12/2003,1.7666,1.7742,1.7634,1.7738
19/12/2003,1.7738,1.774,1.7616,1.7652
22/12/2003,1.7672,1.7672,1.76,1.7629
23/12/2003,1.7629,1.7669,1.7623,1.7631
24/12/2003,1.7631,1.7761,1.7631,1.7752
25/12/2003,1.775,1.7761,1.772,1.7733
26/12/2003,1.7721,1.7761,1.7698,1.7711
29/12/2003,1.7716,1.7771,1.7704,1.7732
30/12/2003,1.7748,1.7814,1.7721,1.7774
31/12/2003,1.7774,1.7943,1.7763,1.7858
01/01/2004,1.7858,1.7892,1.7817,1.783
02/01/2004,1.7829,1.7949,1.7788,1.7935
